Date,Machine_ID,Product_ID,Defect_Type,Defect_Qty,Scrap_Cost
2025-10-09,M201,P102,Solder Defect,7,567
2025-02-02,M404,P101,Dimension Error,3,330
2025-11-05,M302,P103,Dimension Error,15,1365
2025-06-21,M104,P103,Solder Defect,9,1989
2025-02-07,M101,P101,Assembly Defect,6,1110
2025-08-14,M204,P103,Calibration Error,6,1116
2025-04-26,M304,P103,Solder Defect,5,1000
2025-08-10,M204,P103,Calibration Error,12,1764
2025-02-26,M204,P101,Calibration Error,7,889
2025-09-27,M401,P104,Solder Defect,7,651
2025-07-23,M402,P103,Dimension Error,10,850
2025-03-28,M302,P102,Calibration Error,20,3880
2025-08-14,M403,P103,Solder Defect,10,2500
2025-06-04,M102,P103,Dimension Error,11,1111
2025-09-13,M303,P102,Calibration Error,12,1344
2025-09-11,M404,P103,Calibration Error,9,1620
2025-03-04,M303,P104,Solder Defect,8,1456
2025-10-11,M204,P101,Dimension Error,13,1391
2025-06-12,M104,P101,Solder Defect,9,1314
2025-03-25,M301,P101,Calibration Error,7,1078
2025-12-26,M302,P103,Assembly Defect,19,3648
2025-04-22,M103,P102,Dimension Error,10,990
2025-08-29,M301,P101,Solder Defect,5,920
2025-07-25,M303,P103,Assembly Defect,13,3211
2025-01-28,M304,P104,Solder Defect,14,1806
2025-05-11,M101,P101,Solder Defect,7,1442
2025-07-26,M103,P104,Solder Defect,11,1969
2025-02-23,M203,P101,Solder Defect,6,636
2025-12-11,M201,P104,Calibration Error,4,864
2025-04-24,M103,P101,Dimension Error,6,726
2025-01-16,M204,P103,Dimension Error,4,920
2025-07-14,M304,P104,Assembly Defect,13,1079
2025-01-16,M103,P101,Assembly Defect,3,462
2025-03-08,M401,P101,Dimension Error,11,2431
2025-03-18,M302,P101,Solder Defect,19,2869
2025-04-16,M301,P102,Assembly Defect,7,1743
2025-12-29,M103,P101,Assembly Defect,2,402
2025-06-12,M302,P104,Dimension Error,11,1650
2025-09-28,M201,P102,Calibration Error,11,1045
2025-11-26,M402,P103,Calibration Error,6,588
2025-02-10,M402,P103,Dimension Error,12,1128
2025-04-25,M304,P101,Assembly Defect,9,2133
2025-03-18,M204,P103,Dimension Error,11,1980
2025-06-13,M201,P101,Dimension Error,9,1377
2025-08-06,M301,P103,Calibration Error,8,1112
2025-02-20,M402,P103,Assembly Defect,10,820
2025-08-09,M102,P103,Assembly Defect,4,424
2025-02-19,M203,P104,Solder Defect,6,822
2025-11-25,M302,P104,Calibration Error,27,2862
2025-12-17,M101,P104,Solder Defect,6,1458
2025-09-05,M402,P103,Dimension Error,6,1056
2025-01-28,M104,P102,Solder Defect,12,1800
2025-02-24,M303,P103,Assembly Defect,6,1230
2025-06-06,M404,P102,Calibration Error,11,1628
2025-12-26,M204,P103,Dimension Error,8,1144
2025-08-10,M404,P101,Solder Defect,10,2500
2025-08-07,M304,P102,Assembly Defect,3,423
2025-02-09,M404,P103,Solder Defect,11,1595
2025-01-03,M203,P104,Solder Defect,10,1010
2025-03-01,M303,P104,Dimension Error,7,1036
2025-11-26,M101,P103,Calibration Error,11,2464
2025-01-11,M303,P103,Solder Defect,8,1864
2025-06-29,M404,P102,Solder Defect,5,1075
2025-05-17,M403,P102,Dimension Error,4,724
2025-09-16,M102,P104,Calibration Error,6,1410
2025-11-07,M202,P103,Solder Defect,13,2457
2025-11-22,M104,P101,Assembly Defect,9,1332
2025-01-19,M401,P102,Dimension Error,14,2954
2025-11-27,M101,P101,Dimension Error,10,2080
2025-04-14,M103,P101,Calibration Error,6,1500
2025-03-02,M403,P103,Calibration Error,8,1768
2025-03-18,M202,P102,Calibration Error,7,700
2025-04-05,M303,P104,Dimension Error,8,1656
2025-03-12,M304,P101,Calibration Error,8,1696
2025-06-26,M402,P101,Dimension Error,10,1240
2025-12-19,M403,P101,Assembly Defect,9,927
2025-04-08,M301,P102,Dimension Error,5,1235
2025-12-29,M404,P102,Calibration Error,8,1048
2025-06-11,M404,P102,Dimension Error,6,870
2025-04-03,M104,P103,Calibration Error,13,1079
2025-11-08,M301,P102,Solder Defect,4,768
2025-11-01,M204,P104,Assembly Defect,9,972
2025-07-09,M403,P101,Assembly Defect,10,1160
2025-06-25,M102,P103,Calibration Error,4,996
2025-06-18,M204,P101,Assembly Defect,6,1026
2025-12-19,M404,P104,Calibration Error,8,1448
2025-06-01,M202,P104,Calibration Error,4,788
2025-10-27,M304,P104,Calibration Error,11,1496
2025-09-24,M104,P104,Solder Defect,16,1792
2025-10-26,M201,P101,Calibration Error,8,1296
2025-02-23,M104,P101,Calibration Error,9,2223
2025-04-17,M102,P101,Solder Defect,3,603
2025-06-18,M203,P103,Solder Defect,6,750
2025-05-14,M401,P103,Assembly Defect,7,742
2025-03-29,M203,P102,Calibration Error,5,630
2025-04-27,M202,P101,Dimension Error,9,1287
2025-09-26,M303,P104,Solder Defect,9,2043
2025-06-05,M203,P101,Calibration Error,9,1818
2025-01-07,M304,P104,Calibration Error,7,1414
2025-11-13,M202,P101,Calibration Error,5,540
2025-08-06,M202,P102,Dimension Error,9,2214
2025-01-28,M101,P102,Dimension Error,7,679
2025-07-10,M104,P102,Solder Defect,9,1746
2025-10-06,M302,P103,Calibration Error,19,1520
2025-04-12,M403,P103,Dimension Error,4,556
2025-10-06,M104,P101,Calibration Error,9,1197
2025-08-17,M102,P103,Assembly Defect,8,1448
2025-03-28,M302,P103,Assembly Defect,16,1392
2025-08-14,M404,P101,Solder Defect,9,1458
2025-04-30,M304,P103,Calibration Error,9,1188
2025-05-16,M104,P101,Solder Defect,7,1750
2025-10-12,M202,P102,Assembly Defect,7,658
2025-03-11,M301,P104,Dimension Error,9,2079
2025-10-11,M202,P103,Dimension Error,4,680
2025-04-23,M403,P101,Assembly Defect,6,1134
2025-05-31,M104,P103,Calibration Error,8,1080
2025-01-18,M403,P101,Dimension Error,17,3145
2025-08-02,M404,P101,Dimension Error,10,1340
2025-04-30,M103,P101,Solder Defect,6,1140
2025-12-23,M103,P101,Assembly Defect,11,1826
2025-04-23,M101,P102,Dimension Error,8,1056
2025-02-28,M203,P103,Solder Defect,7,966
2025-09-07,M404,P101,Dimension Error,14,1148
2025-04-21,M404,P102,Solder Defect,5,930
2025-02-19,M201,P101,Solder Defect,8,1224
2025-07-09,M201,P101,Dimension Error,10,1160
2025-02-19,M401,P102,Assembly Defect,8,1552
2025-12-21,M302,P102,Assembly Defect,21,4683
2025-05-19,M404,P102,Calibration Error,14,2408
2025-06-14,M102,P104,Assembly Defect,5,570
2025-10-22,M101,P103,Calibration Error,6,1068
2025-08-14,M104,P102,Solder Defect,10,1950
2025-03-23,M102,P103,Dimension Error,8,1760
2025-12-05,M101,P102,Assembly Defect,7,1134
2025-01-06,M104,P104,Assembly Defect,10,1510
2025-06-14,M402,P103,Dimension Error,10,2170
2025-02-10,M403,P103,Assembly Defect,9,1143
2025-01-18,M303,P103,Solder Defect,6,1452
2025-07-05,M103,P103,Assembly Defect,2,374
2025-09-05,M301,P101,Calibration Error,6,552
2025-03-01,M401,P104,Assembly Defect,10,2330
2025-11-02,M204,P101,Solder Defect,6,588
2025-04-25,M301,P101,Assembly Defect,8,704
2025-06-28,M102,P104,Dimension Error,6,504
2025-10-20,M103,P103,Assembly Defect,7,1330
2025-07-03,M302,P103,Solder Defect,14,1162
2025-01-21,M302,P101,Solder Defect,18,3330
2025-05-11,M304,P103,Dimension Error,11,1958
2025-09-28,M203,P103,Dimension Error,10,1690
2025-03-29,M304,P104,Solder Defect,6,912
2025-10-10,M201,P103,Dimension Error,8,1504
2025-03-10,M303,P104,Dimension Error,7,665
2025-02-12,M203,P101,Dimension Error,5,1170
2025-06-19,M103,P101,Solder Defect,8,984
2025-12-08,M104,P104,Assembly Defect,8,1000
2025-12-15,M304,P101,Solder Defect,10,1740
2025-10-17,M303,P101,Assembly Defect,11,1551
2025-02-25,M303,P101,Dimension Error,8,784
2025-09-12,M301,P101,Dimension Error,5,750
2025-09-04,M404,P104,Calibration Error,12,1260
2025-11-17,M102,P102,Calibration Error,8,1144
2025-03-04,M403,P104,Dimension Error,5,470
2025-03-25,M304,P103,Dimension Error,7,735
2025-07-31,M301,P103,Assembly Defect,12,2124
2025-10-31,M402,P103,Assembly Defect,7,1708
2025-09-16,M202,P103,Assembly Defect,8,808
2025-12-07,M204,P102,Solder Defect,10,1020
2025-05-04,M403,P102,Assembly Defect,12,1812
2025-09-10,M202,P104,Assembly Defect,6,1362
2025-02-17,M301,P103,Assembly Defect,9,765
2025-01-03,M302,P104,Assembly Defect,25,3625
2025-07-27,M204,P102,Assembly Defect,4,892
2025-09-15,M404,P101,Dimension Error,9,1278
2025-09-02,M401,P104,Dimension Error,9,1305
2025-10-20,M404,P102,Dimension Error,5,1075
2025-01-24,M303,P102,Assembly Defect,11,1287
2025-06-29,M104,P101,Dimension Error,4,444
2025-08-05,M201,P104,Assembly Defect,6,1158
2025-08-11,M403,P104,Dimension Error,8,1456
2025-01-30,M103,P101,Calibration Error,12,2076
2025-03-25,M401,P103,Calibration Error,4,668
2025-10-23,M203,P101,Dimension Error,6,1146
2025-10-24,M404,P101,Assembly Defect,2,374
2025-08-18,M303,P101,Solder Defect,10,2400
2025-07-11,M402,P102,Dimension Error,11,2244
2025-01-24,M302,P103,Dimension Error,19,3857
2025-02-26,M301,P101,Assembly Defect,7,1365
2025-08-28,M102,P102,Assembly Defect,8,672
2025-12-23,M103,P103,Assembly Defect,8,1216
2025-05-12,M302,P101,Assembly Defect,21,3402
2025-03-09,M304,P104,Calibration Error,10,2050
2025-05-13,M301,P103,Assembly Defect,7,1162
2025-06-22,M404,P104,Dimension Error,6,798
2025-05-04,M303,P103,Calibration Error,13,1040
2025-12-29,M303,P101,Assembly Defect,10,1350
2025-01-06,M403,P102,Dimension Error,8,1600
2025-03-08,M201,P104,Dimension Error,9,2034
2025-06-17,M404,P101,Assembly Defect,9,1080
2025-11-27,M402,P104,Solder Defect,7,980
2025-07-29,M402,P101,Calibration Error,9,1782
2025-08-11,M302,P103,Calibration Error,25,5825
2025-05-27,M203,P103,Solder Defect,11,1034
2025-09-04,M401,P101,Dimension Error,7,1190
2025-04-25,M404,P104,Dimension Error,4,856
2025-05-12,M201,P103,Dimension Error,6,642
2025-08-04,M302,P101,Solder Defect,20,2580
2025-12-15,M402,P103,Solder Defect,7,1400
2025-03-30,M303,P102,Assembly Defect,10,890
2025-02-20,M401,P101,Assembly Defect,12,2268
2025-11-10,M404,P101,Dimension Error,8,1912
2025-09-18,M201,P102,Solder Defect,9,1818
2025-12-09,M102,P101,Solder Defect,8,1040
2025-04-21,M302,P101,Calibration Error,20,4040
2025-06-03,M204,P102,Dimension Error,16,3616
2025-03-31,M301,P103,Solder Defect,3,663
2025-01-02,M103,P104,Assembly Defect,17,4012
2025-11-10,M104,P101,Calibration Error,3,678
2025-06-03,M402,P103,Solder Defect,3,429
2025-02-04,M104,P102,Dimension Error,12,2796
2025-02-18,M301,P104,Assembly Defect,7,1617
2025-06-28,M104,P101,Calibration Error,9,783
2025-04-07,M204,P101,Assembly Defect,6,1404
2025-07-17,M402,P104,Assembly Defect,7,833
2025-04-22,M302,P102,Calibration Error,20,3420
2025-12-13,M302,P102,Assembly Defect,23,3266
2025-08-31,M404,P102,Assembly Defect,9,2160
2025-10-09,M303,P101,Calibration Error,9,738
2025-04-02,M403,P104,Calibration Error,9,900
2025-08-21,M203,P101,Dimension Error,6,720
2025-07-03,M102,P103,Assembly Defect,5,650
2025-03-22,M402,P104,Calibration Error,8,1208
2025-12-02,M302,P102,Dimension Error,14,2534
2025-10-13,M403,P104,Calibration Error,10,2100
2025-12-07,M301,P101,Calibration Error,8,1712
2025-08-12,M403,P102,Dimension Error,6,1212
2025-05-12,M404,P104,Solder Defect,6,558
2025-05-31,M101,P104,Dimension Error,8,976
2025-11-02,M401,P104,Assembly Defect,10,1260
2025-05-25,M104,P103,Dimension Error,10,1360
2025-02-08,M102,P102,Solder Defect,8,1224
2025-01-11,M301,P101,Solder Defect,7,1379
2025-02-22,M103,P102,Assembly Defect,16,2288
2025-12-19,M204,P104,Solder Defect,8,1008
2025-08-05,M304,P104,Solder Defect,9,1386
2025-11-14,M401,P102,Assembly Defect,12,1932
2025-01-16,M103,P102,Assembly Defect,9,1197
2025-02-02,M103,P101,Solder Defect,7,1134
2025-09-19,M302,P103,Dimension Error,18,2466
2025-02-16,M204,P104,Solder Defect,5,455
2025-12-24,M103,P104,Assembly Defect,3,675
2025-04-08,M103,P104,Assembly Defect,8,1488
2025-01-15,M404,P102,Solder Defect,9,1143
2025-02-23,M403,P102,Dimension Error,6,804
2025-05-01,M404,P101,Solder Defect,7,567
2025-02-20,M302,P102,Dimension Error,12,1188
2025-10-10,M202,P102,Assembly Defect,5,415
2025-01-01,M402,P101,Calibration Error,6,1284
2025-07-15,M303,P103,Dimension Error,7,1281
2025-01-28,M202,P103,Solder Defect,8,1192
2025-05-08,M303,P101,Assembly Defect,8,1600
2025-02-12,M103,P101,Solder Defect,9,1413
2025-06-23,M102,P101,Assembly Defect,4,568
2025-02-05,M104,P103,Dimension Error,3,282
2025-03-19,M404,P104,Calibration Error,4,600
2025-09-11,M404,P104,Dimension Error,5,460
2025-06-17,M301,P103,Dimension Error,9,1062
2025-06-12,M404,P103,Solder Defect,13,1937
2025-03-28,M202,P103,Dimension Error,10,1460
2025-01-30,M401,P103,Dimension Error,16,1728
2025-09-09,M303,P103,Solder Defect,11,2332
2025-03-23,M404,P104,Solder Defect,6,654
2025-06-03,M104,P104,Solder Defect,5,870
2025-10-12,M101,P101,Dimension Error,8,1312
2025-07-01,M404,P101,Calibration Error,6,1092
2025-09-09,M401,P103,Solder Defect,4,588
2025-05-19,M302,P101,Assembly Defect,17,1955
2025-11-16,M301,P102,Dimension Error,16,3296
2025-11-19,M101,P101,Assembly Defect,12,1092
2025-02-03,M303,P101,Calibration Error,6,1152
2025-12-09,M402,P102,Dimension Error,6,1260
2025-05-10,M403,P101,Assembly Defect,7,812
2025-05-11,M103,P104,Solder Defect,4,620
2025-03-18,M101,P104,Dimension Error,6,1488
2025-10-03,M103,P104,Solder Defect,10,910
2025-08-08,M103,P103,Calibration Error,17,3213
2025-07-04,M404,P102,Calibration Error,4,928
2025-11-30,M403,P104,Dimension Error,13,1378
2025-12-16,M102,P103,Assembly Defect,8,888
2025-08-24,M103,P103,Solder Defect,8,696
2025-09-11,M402,P101,Solder Defect,9,1773
2025-06-28,M104,P101,Solder Defect,7,1358
2025-08-31,M301,P102,Assembly Defect,9,1566
2025-07-05,M403,P104,Solder Defect,8,1720
2025-11-17,M402,P104,Dimension Error,10,910
2025-08-10,M402,P104,Calibration Error,8,824
2025-11-06,M202,P102,Calibration Error,9,1404
2025-10-28,M104,P103,Calibration Error,5,410
2025-11-22,M201,P101,Assembly Defect,10,1200
2025-08-20,M202,P103,Dimension Error,10,2160
2025-04-24,M203,P104,Dimension Error,7,1057
2025-12-19,M102,P101,Calibration Error,12,1092
2025-06-26,M301,P103,Dimension Error,6,1440
2025-07-20,M101,P101,Calibration Error,10,1220
2025-06-25,M401,P102,Solder Defect,9,1944
2025-04-21,M402,P101,Solder Defect,5,1115
2025-10-04,M102,P102,Assembly Defect,8,1640
2025-12-03,M102,P101,Dimension Error,11,2706
2025-03-28,M102,P104,Calibration Error,5,985
2025-02-01,M204,P103,Assembly Defect,12,2856
2025-06-30,M104,P103,Solder Defect,5,900
2025-08-13,M401,P101,Dimension Error,8,1480
2025-03-19,M401,P103,Dimension Error,12,1548
2025-07-17,M102,P102,Assembly Defect,2,284
2025-07-12,M404,P102,Calibration Error,7,665
2025-11-13,M201,P102,Assembly Defect,2,300
2025-07-04,M102,P101,Dimension Error,6,1422
2025-05-18,M101,P104,Dimension Error,7,924
2025-11-29,M404,P101,Calibration Error,9,2178
2025-05-28,M104,P101,Solder Defect,11,2673
2025-01-03,M402,P104,Assembly Defect,8,1744
2025-05-30,M302,P102,Calibration Error,12,972
2025-05-22,M402,P101,Calibration Error,8,1280
2025-11-29,M402,P101,Dimension Error,8,712
2025-07-16,M301,P102,Dimension Error,10,1750
2025-11-16,M101,P103,Assembly Defect,7,1393
2025-11-09,M102,P103,Calibration Error,10,940
2025-05-15,M404,P101,Calibration Error,6,1230
2025-12-02,M101,P102,Dimension Error,6,1128
2025-05-15,M304,P101,Calibration Error,6,486
2025-12-18,M102,P103,Solder Defect,9,990
2025-11-16,M303,P104,Assembly Defect,7,1092
2025-09-04,M203,P101,Assembly Defect,6,756
2025-09-06,M302,P101,Dimension Error,15,3150
2025-03-26,M303,P101,Dimension Error,10,1210
2025-06-26,M303,P102,Calibration Error,8,664
2025-07-09,M201,P103,Solder Defect,2,322
2025-07-09,M102,P101,Calibration Error,12,1968
2025-03-22,M301,P104,Solder Defect,13,1339
2025-08-13,M404,P103,Solder Defect,12,2064
2025-03-04,M203,P101,Assembly Defect,6,612
2025-09-20,M101,P103,Solder Defect,10,1540
2025-02-22,M201,P101,Solder Defect,7,1442
2025-05-13,M102,P103,Assembly Defect,3,291
2025-06-19,M402,P102,Calibration Error,10,1190
2025-08-31,M402,P102,Dimension Error,6,1338
2025-10-20,M301,P104,Calibration Error,10,2100
2025-08-27,M203,P101,Calibration Error,7,1218
2025-04-02,M203,P101,Dimension Error,9,837
2025-07-07,M402,P102,Dimension Error,5,455
2025-08-13,M103,P102,Assembly Defect,9,999
2025-04-15,M404,P102,Assembly Defect,4,948
2025-02-14,M201,P103,Solder Defect,10,2250
2025-04-24,M402,P104,Assembly Defect,3,384
2025-08-09,M302,P102,Dimension Error,16,2064
2025-02-13,M302,P103,Assembly Defect,16,2992
2025-10-10,M104,P103,Solder Defect,9,1971
2025-10-26,M303,P101,Assembly Defect,7,1239
2025-12-26,M204,P101,Dimension Error,9,2142
2025-10-09,M404,P104,Calibration Error,9,1269
2025-12-11,M102,P102,Calibration Error,11,902
2025-05-24,M201,P102,Calibration Error,3,408
2025-12-21,M204,P101,Dimension Error,13,1053
2025-03-16,M303,P101,Calibration Error,11,2266
2025-01-09,M301,P101,Solder Defect,12,1908
2025-05-06,M402,P104,Dimension Error,2,422
2025-06-05,M403,P101,Dimension Error,12,2952
2025-03-20,M401,P101,Calibration Error,14,2772
2025-06-11,M404,P104,Dimension Error,9,1179
2025-07-31,M101,P103,Calibration Error,8,1632
2025-04-10,M102,P102,Calibration Error,10,1280
2025-01-23,M403,P101,Solder Defect,8,1880
2025-10-25,M202,P103,Dimension Error,5,1035
2025-01-26,M403,P103,Solder Defect,6,1284
2025-12-21,M401,P102,Solder Defect,8,640
2025-10-16,M402,P102,Dimension Error,12,2364
2025-09-28,M202,P101,Dimension Error,7,1533
2025-10-21,M401,P101,Solder Defect,2,352
2025-07-24,M103,P102,Dimension Error,8,1840
2025-01-25,M302,P102,Assembly Defect,14,3066
2025-12-11,M301,P104,Assembly Defect,7,1456
2025-01-12,M402,P101,Dimension Error,5,1160
2025-03-10,M202,P103,Solder Defect,8,2000
2025-11-09,M403,P104,Solder Defect,15,2025
2025-03-05,M102,P101,Calibration Error,8,1176
2025-10-14,M101,P103,Assembly Defect,7,1015
2025-09-29,M403,P101,Assembly Defect,5,1080
2025-05-07,M203,P103,Dimension Error,9,1449
2025-10-04,M401,P104,Calibration Error,3,537
2025-01-31,M202,P101,Calibration Error,5,485
2025-12-10,M101,P104,Dimension Error,9,1674
2025-06-02,M102,P103,Dimension Error,8,1936
2025-12-17,M302,P102,Solder Defect,23,4761
2025-10-12,M101,P102,Dimension Error,5,1070
2025-03-30,M303,P102,Dimension Error,8,856
2025-03-06,M402,P104,Solder Defect,5,765
2025-02-11,M303,P103,Dimension Error,13,2834
2025-11-22,M104,P102,Dimension Error,6,786
2025-02-09,M302,P102,Solder Defect,22,3652
2025-07-18,M201,P103,Dimension Error,7,1624
2025-11-05,M301,P103,Calibration Error,7,910
2025-02-26,M404,P102,Dimension Error,9,1233
2025-01-20,M304,P104,Dimension Error,5,955
2025-03-11,M102,P103,Solder Defect,8,1536
2025-09-24,M301,P104,Assembly Defect,7,581
2025-02-28,M303,P104,Dimension Error,10,1550
2025-07-28,M401,P102,Solder Defect,6,1398
2025-11-11,M404,P103,Dimension Error,9,1503
2025-11-20,M201,P103,Assembly Defect,6,1494
2025-06-03,M201,P103,Assembly Defect,8,1784
2025-08-05,M401,P104,Calibration Error,5,1180
2025-04-02,M102,P104,Calibration Error,11,1254
2025-08-04,M404,P103,Solder Defect,15,2850
2025-12-08,M101,P101,Assembly Defect,6,876
2025-02-23,M204,P102,Dimension Error,7,973
2025-10-13,M402,P102,Calibration Error,11,2607
2025-03-11,M203,P104,Calibration Error,6,714
2025-07-03,M301,P104,Dimension Error,10,1270
2025-10-16,M402,P104,Solder Defect,9,855
2025-04-27,M304,P104,Assembly Defect,9,1863
2025-05-18,M102,P103,Calibration Error,10,2050
2025-11-30,M103,P103,Calibration Error,7,1295
2025-03-16,M404,P102,Assembly Defect,7,567
2025-11-28,M401,P101,Solder Defect,13,1287
2025-03-18,M402,P104,Assembly Defect,5,895
2025-11-22,M102,P104,Solder Defect,8,1216
2025-11-06,M102,P101,Solder Defect,10,920
2025-11-02,M104,P104,Dimension Error,8,1368
2025-12-07,M303,P103,Assembly Defect,7,1113
2025-05-08,M102,P101,Solder Defect,7,1407
2025-09-23,M301,P104,Calibration Error,10,2470
2025-09-09,M302,P102,Solder Defect,22,3520
2025-04-03,M201,P103,Dimension Error,13,1690
2025-01-29,M404,P102,Calibration Error,9,963
2025-07-30,M401,P103,Dimension Error,9,2025
2025-02-24,M102,P104,Solder Defect,6,1440
2025-09-30,M401,P101,Solder Defect,12,2472
2025-02-17,M203,P103,Solder Defect,7,1701
2025-03-17,M304,P101,Solder Defect,7,1288
2025-05-19,M202,P102,Dimension Error,5,935
2025-05-12,M204,P103,Assembly Defect,11,2035
2025-06-23,M201,P104,Assembly Defect,10,950
2025-06-13,M203,P103,Dimension Error,6,1230
2025-12-11,M301,P101,Solder Defect,8,1480
2025-01-08,M202,P103,Assembly Defect,13,1677
2025-10-09,M404,P103,Assembly Defect,12,2796
2025-11-24,M404,P103,Calibration Error,5,475
2025-05-14,M103,P103,Assembly Defect,5,605
2025-09-29,M202,P102,Solder Defect,8,840
2025-07-24,M301,P102,Solder Defect,7,1736
2025-05-07,M201,P104,Dimension Error,5,755
2025-05-31,M302,P102,Calibration Error,16,3696
2025-12-26,M302,P103,Dimension Error,20,3780
2025-09-13,M302,P101,Assembly Defect,14,2744
2025-03-08,M301,P104,Assembly Defect,16,3808
2025-09-04,M201,P102,Assembly Defect,6,636
2025-10-16,M101,P104,Dimension Error,6,1440
2025-12-04,M103,P101,Solder Defect,9,2088
2025-10-21,M403,P103,Assembly Defect,7,868
2025-11-11,M202,P102,Solder Defect,4,708
2025-11-22,M301,P102,Solder Defect,5,560
2025-09-15,M201,P104,Assembly Defect,11,2299
2025-06-28,M404,P101,Calibration Error,8,1216
2025-09-22,M103,P101,Assembly Defect,7,1708
2025-07-06,M404,P101,Assembly Defect,6,1290
2025-05-14,M204,P103,Assembly Defect,10,1760
2025-06-29,M104,P102,Calibration Error,12,1836
2025-04-15,M301,P103,Solder Defect,7,1393
2025-12-21,M101,P101,Dimension Error,5,1230
2025-04-21,M103,P102,Assembly Defect,5,1180
2025-11-29,M302,P102,Assembly Defect,19,4142
2025-12-02,M301,P103,Solder Defect,8,1600
2025-04-18,M104,P102,Calibration Error,13,1274
2025-11-23,M104,P101,Calibration Error,5,900
2025-06-07,M201,P101,Solder Defect,7,1127
2025-05-12,M301,P104,Calibration Error,13,2574
2025-11-22,M403,P101,Dimension Error,4,376
2025-07-09,M101,P104,Solder Defect,6,1434
2025-07-09,M101,P104,Calibration Error,11,1958
2025-12-09,M203,P102,Dimension Error,11,2013
2025-04-02,M301,P102,Calibration Error,8,1512
2025-06-21,M403,P102,Solder Defect,10,2060
2025-11-07,M102,P103,Dimension Error,7,630
2025-09-04,M204,P104,Dimension Error,14,2884
2025-12-06,M303,P102,Calibration Error,5,1190
2025-10-29,M402,P102,Dimension Error,4,896
2025-02-25,M302,P103,Assembly Defect,20,2140
2025-12-14,M204,P103,Dimension Error,8,1800
2025-03-20,M202,P104,Calibration Error,8,1872
2025-01-10,M104,P104,Assembly Defect,5,530
2025-06-11,M303,P102,Dimension Error,7,1064
2025-08-17,M404,P101,Assembly Defect,8,1952
2025-06-19,M204,P102,Calibration Error,10,980
2025-11-28,M403,P102,Solder Defect,6,1500
2025-04-20,M302,P104,Assembly Defect,22,2112
2025-11-12,M402,P101,Dimension Error,7,1239
2025-07-04,M102,P102,Solder Defect,5,425
2025-01-11,M102,P102,Dimension Error,13,2795
2025-08-06,M302,P103,Dimension Error,13,1053
2025-06-29,M104,P102,Assembly Defect,7,966
2025-09-20,M102,P104,Calibration Error,12,1248
2025-11-11,M101,P103,Calibration Error,14,2884
2025-07-16,M203,P102,Dimension Error,6,1452
2025-10-22,M202,P104,Assembly Defect,10,1780
2025-04-06,M202,P104,Dimension Error,4,644
2025-04-10,M103,P101,Assembly Defect,8,968
2025-12-09,M301,P102,Dimension Error,5,570
2025-12-03,M101,P104,Assembly Defect,6,1164
2025-11-05,M203,P101,Assembly Defect,9,2214
2025-06-03,M301,P103,Solder Defect,4,924
2025-12-28,M401,P103,Assembly Defect,3,681
2025-11-30,M401,P102,Assembly Defect,6,786
2025-10-11,M301,P101,Calibration Error,4,824
2025-08-17,M103,P103,Dimension Error,8,1104
2025-12-07,M402,P103,Solder Defect,10,2450
2025-08-16,M102,P103,Solder Defect,8,1744
2025-03-21,M304,P101,Solder Defect,12,1044
2025-04-09,M103,P104,Dimension Error,12,1356
2025-01-10,M404,P103,Solder Defect,7,1050
2025-05-23,M304,P104,Dimension Error,9,891
2025-11-14,M402,P104,Dimension Error,11,1936
2025-01-05,M103,P103,Solder Defect,14,2086
2025-05-01,M301,P101,Solder Defect,6,480
2025-04-05,M401,P103,Assembly Defect,5,980
2025-07-13,M302,P104,Assembly Defect,16,3904
2025-07-22,M304,P104,Calibration Error,15,1725
2025-10-29,M404,P104,Assembly Defect,7,707
2025-01-31,M303,P101,Dimension Error,5,1065
2025-06-16,M101,P102,Calibration Error,5,710
2025-01-28,M302,P104,Calibration Error,13,2067
2025-12-26,M404,P101,Dimension Error,8,840
2025-07-12,M303,P102,Dimension Error,6,816
2025-01-07,M303,P102,Assembly Defect,5,610
2025-10-06,M101,P104,Solder Defect,7,1694
2025-08-02,M201,P102,Solder Defect,11,2497
2025-11-29,M401,P101,Assembly Defect,6,564
2025-09-03,M104,P101,Dimension Error,9,1629
2025-03-04,M401,P101,Calibration Error,10,1900
2025-08-24,M102,P103,Solder Defect,4,592
2025-03-02,M104,P104,Dimension Error,9,1737
2025-11-08,M402,P102,Solder Defect,7,1624
2025-10-22,M302,P104,Dimension Error,12,2700
2025-11-15,M401,P101,Dimension Error,10,1490
2025-11-12,M402,P101,Calibration Error,13,1534
2025-11-06,M204,P101,Dimension Error,6,1308
2025-09-22,M302,P104,Dimension Error,25,5450
2025-09-18,M201,P103,Calibration Error,8,1568
2025-06-28,M401,P104,Dimension Error,12,1500
2025-08-17,M301,P102,Calibration Error,6,498
2025-01-19,M403,P101,Assembly Defect,10,1450
2025-09-07,M303,P103,Solder Defect,11,1199
2025-04-10,M203,P104,Dimension Error,9,1062
2025-12-03,M103,P101,Assembly Defect,5,885
2025-08-17,M103,P103,Solder Defect,12,2604
2025-03-23,M202,P103,Dimension Error,11,1738
2025-11-08,M104,P102,Dimension Error,8,800
2025-08-04,M303,P101,Assembly Defect,13,3159
2025-03-27,M203,P101,Assembly Defect,7,1575
2025-07-29,M204,P104,Solder Defect,10,1370
2025-03-02,M103,P103,Solder Defect,9,1899
