Date,Machine_ID,Temperature_C,Vibration_mm_s,Downtime_Min,Breakdown_Flag
2025-02-09,M301,69.2,3.8,37,0
2025-02-09,M302,82.5,11.83,94,1
2025-02-09,M303,72.4,5.53,43,0
2025-02-09,M304,64.7,3.91,9,0
2025-02-09,M401,80.8,6.45,29,0
2025-02-09,M402,67.6,4.38,21,0
2025-02-09,M403,61.1,4.41,13,0
2025-02-09,M404,82.7,5.0,40,0
2025-02-10,M101,63.4,4.07,19,0
2025-02-10,M102,62.7,5.63,37,0
2025-02-10,M103,70.3,3.6,39,0
2025-02-10,M104,56.7,5.26,11,0
2025-02-10,M201,80.7,3.63,35,0
2025-02-10,M202,73.0,4.07,59,0
2025-02-10,M203,73.2,3.11,28,0
2025-02-10,M204,75.0,2.07,34,0
2025-02-10,M301,67.0,4.9,24,0
2025-02-10,M302,79.2,10.38,87,0
2025-02-10,M303,70.2,3.63,36,0
2025-02-10,M304,65.3,3.96,32,0
2025-02-10,M401,64.4,4.56,39,0
2025-02-10,M402,59.8,3.33,22,0
2025-02-10,M403,53.2,4.22,20,0
2025-02-10,M404,75.1,5.03,22,0
2025-02-11,M101,75.1,4.72,36,0
2025-02-11,M102,58.6,4.37,24,0
2025-02-11,M103,62.0,5.74,22,0
2025-02-11,M104,65.4,5.24,0,0
2025-02-11,M201,63.7,5.41,18,0
2025-02-11,M202,72.3,4.08,0,0
2025-02-11,M203,66.4,4.38,20,0
2025-02-11,M204,67.7,4.51,34,0
2025-02-11,M301,71.0,3.14,33,0
2025-02-11,M302,84.9,12.67,113,1
2025-02-11,M303,75.4,3.75,23,0
2025-02-11,M304,65.9,3.0,19,0
2025-02-11,M401,70.3,3.63,38,0
2025-02-11,M402,67.0,3.79,34,0
2025-02-11,M403,70.6,3.61,14,0
2025-02-11,M404,71.3,5.44,17,0
2025-02-12,M101,70.1,6.08,6,0
2025-02-12,M102,75.4,5.33,23,0
2025-02-12,M103,66.6,6.7,30,0
2025-02-12,M104,52.9,5.48,37,0
2025-02-12,M201,70.4,4.5,19,0
2025-02-12,M202,62.8,4.31,23,0
2025-02-12,M203,62.9,5.23,49,0
2025-02-12,M204,67.8,3.1,25,0
2025-02-12,M301,64.8,5.67,6,0
2025-02-12,M302,75.8,10.3,58,0
2025-02-12,M303,68.6,4.91,8,0
2025-02-12,M304,62.2,6.54,19,0
2025-02-12,M401,78.3,4.88,6,0
2025-02-12,M402,62.6,5.9,22,0
2025-02-12,M403,70.3,4.07,20,0
2025-02-12,M404,74.1,5.54,9,0
2025-02-13,M101,61.5,5.12,17,0
2025-02-13,M102,74.1,4.62,9,0
2025-02-13,M103,67.5,3.38,33,0
2025-02-13,M104,74.5,3.94,23,0
2025-02-13,M201,63.5,3.31,18,0
2025-02-13,M202,57.4,4.46,14,0
2025-02-13,M203,69.5,3.44,49,0
2025-02-13,M204,67.7,4.71,20,0
2025-02-13,M301,68.6,4.07,32,0
2025-02-13,M302,81.5,11.62,56,0
2025-02-13,M303,71.5,3.31,25,0
2025-02-13,M304,73.9,6.0,1,0
2025-02-13,M401,72.6,4.63,18,0
2025-02-13,M402,62.0,4.26,35,0
2025-02-13,M403,76.9,3.87,39,0
2025-02-13,M404,66.8,4.46,0,0
2025-02-14,M101,70.0,4.53,21,0
2025-02-14,M102,61.0,4.02,37,0
2025-02-14,M103,62.5,5.74,48,0
2025-02-14,M104,60.9,3.59,31,0
2025-02-14,M201,72.4,4.01,41,0
2025-02-14,M202,64.3,6.48,27,0
2025-02-14,M203,67.2,4.55,22,0
2025-02-14,M204,69.7,4.48,11,0
2025-02-14,M301,67.3,3.09,14,0
2025-02-14,M302,80.0,12.0,59,0
2025-02-14,M303,68.7,5.02,57,0
2025-02-14,M304,66.6,2.52,39,0
2025-02-14,M401,54.6,4.57,33,0
2025-02-14,M402,75.3,4.51,18,0
2025-02-14,M403,75.6,5.23,0,0
2025-02-14,M404,68.3,4.95,1,0
2025-02-15,M101,76.3,5.53,6,0
2025-02-15,M102,62.3,2.99,13,0
2025-02-15,M103,61.0,5.88,17,0
2025-02-15,M104,72.0,4.95,34,0
2025-02-15,M201,64.1,4.23,28,0
2025-02-15,M202,74.5,6.17,42,0
2025-02-15,M203,60.5,5.29,32,0
2025-02-15,M204,75.6,5.13,26,0
2025-02-15,M301,57.9,5.31,33,0
2025-02-15,M302,84.3,10.38,79,0
2025-02-15,M303,58.9,4.07,26,0
2025-02-15,M304,60.6,3.67,34,0
2025-02-15,M401,66.4,5.75,39,0
2025-02-15,M402,62.3,7.5,43,0
2025-02-15,M403,63.3,5.25,25,0
2025-02-15,M404,64.4,3.43,39,0
2025-02-16,M101,63.5,4.4,11,0
2025-02-16,M102,52.5,4.37,30,0
2025-02-16,M103,76.4,4.52,13,0
2025-02-16,M104,57.7,7.44,19,0
2025-02-16,M201,79.8,4.62,21,0
2025-02-16,M202,64.5,6.17,37,0
2025-02-16,M203,69.4,5.18,28,0
2025-02-16,M204,68.6,2.94,40,0
2025-02-16,M301,63.2,4.4,15,0
2025-02-16,M302,91.1,9.42,43,0
2025-02-16,M303,74.8,3.64,14,0
2025-02-16,M304,62.3,6.35,2,0
2025-02-16,M401,77.8,3.62,39,0
2025-02-16,M402,63.7,3.42,46,0
2025-02-16,M403,67.3,4.84,5,0
2025-02-16,M404,70.3,4.39,20,0
2025-02-17,M101,70.6,3.49,11,0
2025-02-17,M102,71.0,5.84,24,0
2025-02-17,M103,62.3,5.26,37,0
2025-02-17,M104,79.6,3.72,14,0
2025-02-17,M201,70.2,5.01,31,0
2025-02-17,M202,70.9,3.18,54,0
2025-02-17,M203,72.7,5.22,0,0
2025-02-17,M204,62.3,4.14,5,0
2025-02-17,M301,68.4,3.24,5,0
2025-02-17,M302,80.8,10.81,40,0
2025-02-17,M303,77.2,5.69,23,0
2025-02-17,M304,68.7,4.95,0,0
2025-02-17,M401,78.9,4.8,41,0
2025-02-17,M402,72.1,5.41,31,0
2025-02-17,M403,68.2,4.33,3,0
2025-02-17,M404,76.0,4.87,6,0
2025-02-18,M101,76.2,5.51,4,0
2025-02-18,M102,74.5,4.19,13,0
2025-02-18,M103,62.9,4.45,53,0
2025-02-18,M104,72.7,2.77,20,0
2025-02-18,M201,69.4,3.57,5,0
2025-02-18,M202,66.0,3.04,29,0
2025-02-18,M203,75.8,4.99,4,0
2025-02-18,M204,73.8,4.32,36,0
2025-02-18,M301,59.4,3.34,38,0
2025-02-18,M302,82.5,14.11,77,0
2025-02-18,M303,63.5,5.03,24,0
2025-02-18,M304,61.6,3.6,28,0
2025-02-18,M401,67.4,3.41,30,0
2025-02-18,M402,64.5,5.44,18,0
2025-02-18,M403,64.1,4.92,12,0
2025-02-18,M404,78.6,3.88,21,0
2025-02-19,M101,72.4,3.12,44,0
2025-02-19,M102,76.6,6.07,72,0
2025-02-19,M103,60.9,5.43,5,0
2025-02-19,M104,71.7,4.86,0,0
2025-02-19,M201,66.1,2.37,42,0
2025-02-19,M202,56.6,4.63,13,0
2025-02-19,M203,65.9,5.73,45,0
2025-02-19,M204,69.7,5.16,19,0
2025-02-19,M301,76.0,5.26,33,0
2025-02-19,M302,74.5,10.28,101,1
2025-02-19,M303,63.1,5.61,20,0
2025-02-19,M304,67.9,3.4,35,0
2025-02-19,M401,64.5,6.09,6,0
2025-02-19,M402,68.0,4.41,13,0
2025-02-19,M403,77.0,4.82,32,0
2025-02-19,M404,64.1,3.2,30,0
2025-02-20,M101,62.1,4.93,31,0
2025-02-20,M102,68.1,3.6,32,0
2025-02-20,M103,72.4,4.28,34,0
2025-02-20,M104,60.4,3.97,12,0
2025-02-20,M201,68.6,4.53,3,0
2025-02-20,M202,64.8,5.72,19,0
2025-02-20,M203,63.4,6.5,47,0
2025-02-20,M204,69.2,4.64,29,0
2025-02-20,M301,69.4,6.31,26,0
2025-02-20,M302,79.6,11.81,53,0
2025-02-20,M303,73.0,5.32,28,0
2025-02-20,M304,74.8,6.39,7,0
2025-02-20,M401,67.8,4.17,39,0
2025-02-20,M402,64.2,6.63,26,0
2025-02-20,M403,74.8,4.92,29,0
2025-02-20,M404,67.3,4.95,62,0
2025-02-21,M101,68.5,4.4,15,0
2025-02-21,M102,68.4,4.73,29,0
2025-02-21,M103,65.7,3.89,11,0
2025-02-21,M104,67.5,5.64,45,0
2025-02-21,M201,80.5,3.56,23,0
2025-02-21,M202,73.8,5.5,33,0
2025-02-21,M203,65.6,6.04,7,0
2025-02-21,M204,69.0,3.97,33,0
2025-02-21,M301,76.2,5.26,17,0
2025-02-21,M302,86.1,12.67,92,1
2025-02-21,M303,63.6,6.24,32,0
2025-02-21,M304,53.9,5.08,24,0
2025-02-21,M401,74.9,4.96,26,0
2025-02-21,M402,69.0,3.75,2,0
2025-02-21,M403,68.1,4.88,26,0
2025-02-21,M404,65.9,3.43,22,0
2025-02-22,M101,66.3,5.57,30,0
2025-02-22,M102,71.3,6.22,20,0
2025-02-22,M103,68.5,4.33,49,0
2025-02-22,M104,69.2,4.62,22,0
2025-02-22,M201,68.2,5.7,37,0
2025-02-22,M202,65.4,6.2,38,0
2025-02-22,M203,70.5,3.12,18,0
2025-02-22,M204,61.4,5.1,45,0
2025-02-22,M301,60.0,4.06,7,0
2025-02-22,M302,73.1,9.58,68,0
2025-02-22,M303,78.0,4.71,14,0
2025-02-22,M304,64.2,4.91,22,0
2025-02-22,M401,64.3,3.01,4,0
2025-02-22,M402,70.3,3.8,10,0
2025-02-22,M403,79.6,5.01,18,0
2025-02-22,M404,66.7,2.75,25,0
2025-02-23,M101,68.0,3.95,14,0
2025-02-23,M102,60.2,4.27,19,0
2025-02-23,M103,65.6,2.88,20,0
2025-02-23,M104,64.9,4.3,23,0
2025-02-23,M201,77.1,4.29,12,0
2025-02-23,M202,63.7,3.7,19,0
2025-02-23,M203,67.4,3.76,25,0
2025-02-23,M204,63.7,4.04,20,0
2025-02-23,M301,62.8,4.9,55,0
2025-02-23,M302,81.8,12.05,89,0
2025-02-23,M303,67.4,4.07,13,0
2025-02-23,M304,74.6,3.22,16,0
2025-02-23,M401,76.8,4.6,38,0
2025-02-23,M402,66.2,4.32,28,0
2025-02-23,M403,73.1,3.69,10,0
2025-02-23,M404,73.8,4.71,52,0
2025-02-24,M101,66.2,3.77,37,0
2025-02-24,M102,61.7,5.72,17,0
2025-02-24,M103,63.0,3.7,13,0
2025-02-24,M104,78.8,3.93,37,0
2025-02-24,M201,65.1,3.17,43,0
2025-02-24,M202,71.1,4.85,0,0
2025-02-24,M203,69.5,2.49,29,0
2025-02-24,M204,71.3,4.69,13,0
2025-02-24,M301,72.0,4.89,21,0
2025-02-24,M302,80.0,11.33,96,1
2025-02-24,M303,75.1,3.27,29,0
2025-02-24,M304,67.7,4.8,29,0
2025-02-24,M401,65.3,5.24,22,0
2025-02-24,M402,73.3,5.61,17,0
2025-02-24,M403,60.5,5.61,33,0
2025-02-24,M404,65.0,4.53,21,0
2025-02-25,M101,65.2,4.64,36,0
2025-02-25,M102,75.0,4.33,21,0
2025-02-25,M103,58.6,4.24,6,0
2025-02-25,M104,72.0,4.86,13,0
2025-02-25,M201,60.0,3.17,16,0
2025-02-25,M202,70.0,4.93,34,0
2025-02-25,M203,69.4,3.41,13,0
2025-02-25,M204,77.1,2.81,21,0
2025-02-25,M301,64.4,4.32,2,0
2025-02-25,M302,88.0,12.1,78,0
2025-02-25,M303,73.6,3.37,41,0
2025-02-25,M304,65.3,4.35,42,0
2025-02-25,M401,67.5,3.23,39,0
2025-02-25,M402,63.7,5.1,52,0
2025-02-25,M403,72.0,4.36,48,0
2025-02-25,M404,64.8,3.8,10,0
2025-02-26,M101,68.5,3.76,28,0
2025-02-26,M102,67.6,4.78,12,0
2025-02-26,M103,75.1,2.44,27,0
2025-02-26,M104,64.3,3.08,32,0
2025-02-26,M201,70.4,5.3,27,0
2025-02-26,M202,70.1,4.56,44,0
2025-02-26,M203,65.8,3.79,26,0
2025-02-26,M204,63.9,4.66,18,0
2025-02-26,M301,74.4,4.7,25,0
2025-02-26,M302,73.6,8.56,93,1
2025-02-26,M303,77.3,3.51,19,0
2025-02-26,M304,71.5,3.43,25,0
2025-02-26,M401,74.6,5.98,36,0
2025-02-26,M402,70.2,5.36,6,0
2025-02-26,M403,64.5,5.35,10,0
2025-02-26,M404,67.6,3.7,36,0
2025-02-27,M101,67.6,4.18,5,0
2025-02-27,M102,61.1,3.93,28,0
2025-02-27,M103,60.5,4.68,18,0
2025-02-27,M104,66.8,3.17,7,0
2025-02-27,M201,69.8,4.62,29,0
2025-02-27,M202,65.3,3.74,40,0
2025-02-27,M203,70.3,4.95,22,0
2025-02-27,M204,68.0,4.29,30,0
2025-02-27,M301,57.4,5.31,12,0
2025-02-27,M302,82.3,11.14,63,0
2025-02-27,M303,65.6,3.48,11,0
2025-02-27,M304,71.5,4.95,33,0
2025-02-27,M401,66.8,2.91,24,0
2025-02-27,M402,66.5,2.97,25,0
2025-02-27,M403,64.7,5.01,26,0
2025-02-27,M404,67.6,5.43,0,0
2025-02-28,M101,71.1,2.74,11,0
2025-02-28,M102,82.3,3.23,3,0
2025-02-28,M103,67.0,3.14,49,0
2025-02-28,M104,76.0,3.98,33,0
2025-02-28,M201,73.1,3.35,17,0
2025-02-28,M202,71.1,4.79,41,0
2025-02-28,M203,69.3,6.31,27,0
2025-02-28,M204,73.1,4.82,22,0
2025-02-28,M301,73.7,4.74,36,0
2025-02-28,M302,89.1,10.17,101,1
2025-02-28,M303,68.1,2.56,16,0
2025-02-28,M304,70.8,3.62,12,0
2025-02-28,M401,67.0,6.08,0,0
2025-02-28,M402,69.9,4.96,36,0
2025-02-28,M403,75.9,6.26,25,0
2025-02-28,M404,60.7,3.85,25,0
2025-03-01,M101,70.1,5.4,23,0
2025-03-01,M102,70.4,4.19,33,0
2025-03-01,M103,67.8,3.51,10,0
2025-03-01,M104,69.8,5.16,52,0
2025-03-01,M201,80.1,5.51,0,0
2025-03-01,M202,67.0,5.11,24,0
2025-03-01,M203,79.5,3.39,12,0
2025-03-01,M204,63.8,3.51,9,0
2025-03-01,M301,74.5,3.3,25,0
2025-03-01,M302,79.7,10.92,105,1
2025-03-01,M303,68.5,4.24,22,0
2025-03-01,M304,56.9,4.11,16,0
2025-03-01,M401,73.1,3.93,35,0
2025-03-01,M402,67.8,4.03,44,0
2025-03-01,M403,75.3,3.16,0,0
2025-03-01,M404,54.4,4.13,6,0
2025-03-02,M101,63.8,4.1,31,0
2025-03-02,M102,75.5,3.45,16,0
2025-03-02,M103,75.3,3.11,15,0
2025-03-02,M104,64.1,4.99,27,0
2025-03-02,M201,62.8,4.53,16,0
2025-03-02,M202,67.6,3.42,36,0
2025-03-02,M203,70.6,4.81,27,0
2025-03-02,M204,63.1,4.25,17,0
2025-03-02,M301,65.8,3.09,8,0
2025-03-02,M302,93.4,11.34,75,0
2025-03-02,M303,67.3,2.85,39,0
2025-03-02,M304,56.8,5.29,26,0
2025-03-02,M401,54.8,4.6,30,0
2025-03-02,M402,72.0,6.44,29,0
2025-03-02,M403,74.5,3.33,35,0
2025-03-02,M404,62.6,4.75,24,0
2025-03-03,M101,71.4,4.28,17,0
2025-03-03,M102,63.0,3.65,33,0
2025-03-03,M103,63.8,4.24,34,0
2025-03-03,M104,66.4,5.15,33,0
2025-03-03,M201,74.6,5.66,26,0
2025-03-03,M202,71.9,6.29,21,0
2025-03-03,M203,66.8,3.86,9,0
2025-03-03,M204,71.5,3.14,10,0
2025-03-03,M301,69.8,3.99,35,0
2025-03-03,M302,87.8,11.6,91,1
2025-03-03,M303,69.2,5.17,28,0
2025-03-03,M304,63.7,5.04,14,0
2025-03-03,M401,62.4,5.93,52,0
2025-03-03,M402,71.2,3.83,42,0
2025-03-03,M403,66.6,5.18,38,0
2025-03-03,M404,62.8,4.83,28,0
2025-03-04,M101,66.0,4.82,43,0
2025-03-04,M102,66.3,4.65,28,0
2025-03-04,M103,76.0,5.18,14,0
2025-03-04,M104,78.2,5.13,10,0
2025-03-04,M201,74.6,4.67,14,0
2025-03-04,M202,64.8,4.99,0,0
2025-03-04,M203,68.5,4.78,0,0
2025-03-04,M204,69.6,4.66,7,0
2025-03-04,M301,73.5,4.51,7,0
2025-03-04,M302,72.3,12.09,80,0
2025-03-04,M303,65.7,4.99,12,0
2025-03-04,M304,68.0,5.96,22,0
2025-03-04,M401,62.5,5.01,32,0
2025-03-04,M402,69.6,4.44,25,0
2025-03-04,M403,60.9,4.79,63,0
2025-03-04,M404,71.0,5.48,42,0
2025-03-05,M101,54.8,3.85,49,0
2025-03-05,M102,65.8,3.82,42,0
2025-03-05,M103,61.3,6.1,2,0
2025-03-05,M104,66.7,3.97,31,0
2025-03-05,M201,77.1,4.01,46,0
2025-03-05,M202,55.1,4.09,0,0
2025-03-05,M203,68.4,4.74,34,0
2025-03-05,M204,71.9,4.43,12,0
2025-03-05,M301,67.5,6.18,0,0
2025-03-05,M302,89.3,11.57,93,1
2025-03-05,M303,66.6,4.51,0,0
2025-03-05,M304,71.5,3.11,6,0
2025-03-05,M401,65.9,4.69,33,0
2025-03-05,M402,74.7,5.29,18,0
2025-03-05,M403,69.3,4.84,21,0
2025-03-05,M404,69.5,4.48,48,0
2025-03-06,M101,73.1,4.5,21,0
2025-03-06,M102,61.1,5.21,20,0
2025-03-06,M103,76.1,3.6,22,0
2025-03-06,M104,57.4,4.25,16,0
2025-03-06,M201,72.8,6.01,33,0
2025-03-06,M202,68.5,5.46,22,0
2025-03-06,M203,71.5,5.99,27,0
2025-03-06,M204,67.2,5.37,34,0
2025-03-06,M301,72.7,4.47,36,0
2025-03-06,M302,85.9,10.33,73,0
2025-03-06,M303,76.3,3.93,24,0
2025-03-06,M304,66.2,5.72,29,0
2025-03-06,M401,67.8,4.38,38,0
2025-03-06,M402,69.1,3.94,43,0
2025-03-06,M403,73.8,3.92,32,0
2025-03-06,M404,66.5,3.49,21,0
2025-03-07,M101,64.7,4.95,34,0
2025-03-07,M102,61.3,3.01,40,0
2025-03-07,M103,69.0,4.77,23,0
2025-03-07,M104,58.2,6.15,70,0
2025-03-07,M201,74.3,5.48,22,0
2025-03-07,M202,69.7,5.46,46,0
2025-03-07,M203,68.7,3.61,38,0
2025-03-07,M204,74.0,4.27,17,0
2025-03-07,M301,71.7,6.1,7,0
2025-03-07,M302,78.1,9.75,53,0
2025-03-07,M303,60.0,3.47,15,0
2025-03-07,M304,70.3,4.1,14,0
2025-03-07,M401,66.6,5.09,28,0
2025-03-07,M402,63.1,4.24,12,0
2025-03-07,M403,67.5,5.2,0,0
2025-03-07,M404,59.4,4.18,33,0
2025-03-08,M101,56.6,4.51,30,0
2025-03-08,M102,71.1,3.43,23,0
2025-03-08,M103,61.5,4.68,33,0
2025-03-08,M104,60.6,2.91,26,0
2025-03-08,M201,69.1,3.63,38,0
2025-03-08,M202,71.7,3.93,14,0
2025-03-08,M203,56.3,4.71,6,0
2025-03-08,M204,71.2,6.38,6,0
2025-03-08,M301,64.4,6.01,27,0
2025-03-08,M302,79.2,13.18,77,0
2025-03-08,M303,69.6,5.2,14,0
2025-03-08,M304,67.9,4.54,18,0
2025-03-08,M401,74.6,6.26,34,0
2025-03-08,M402,71.8,3.58,41,0
2025-03-08,M403,64.9,3.0,33,0
2025-03-08,M404,71.2,2.95,26,0
2025-03-09,M101,66.0,4.65,23,0
2025-03-09,M102,73.2,6.97,7,0
2025-03-09,M103,67.7,4.52,12,0
2025-03-09,M104,67.7,3.11,16,0
2025-03-09,M201,62.2,2.95,32,0
2025-03-09,M202,81.1,3.05,8,0
2025-03-09,M203,63.5,2.52,31,0
2025-03-09,M204,71.3,4.15,34,0
2025-03-09,M301,71.7,3.82,4,0
2025-03-09,M302,82.0,10.33,68,0
2025-03-09,M303,71.1,5.02,29,0
2025-03-09,M304,65.9,3.74,48,0
2025-03-09,M401,66.8,4.38,5,0
2025-03-09,M402,77.4,5.03,36,0
2025-03-09,M403,65.3,5.02,29,0
2025-03-09,M404,73.7,3.84,39,0
2025-03-10,M101,71.9,3.42,35,0
2025-03-10,M102,61.7,3.39,33,0
2025-03-10,M103,69.5,2.07,22,0
2025-03-10,M104,70.3,4.38,68,0
2025-03-10,M201,65.4,4.65,31,0
2025-03-10,M202,69.9,5.43,30,0
2025-03-10,M203,65.0,3.88,1,0
2025-03-10,M204,69.8,4.78,18,0
2025-03-10,M301,62.1,4.27,31,0
2025-03-10,M302,74.7,10.75,115,1
2025-03-10,M303,81.8,4.62,36,0
2025-03-10,M304,61.0,4.01,15,0
2025-03-10,M401,65.8,5.64,11,0
2025-03-10,M402,74.9,2.65,38,0
2025-03-10,M403,71.6,5.35,0,0
2025-03-10,M404,69.2,2.83,25,0
2025-03-11,M101,68.0,4.81,33,0
2025-03-11,M102,68.6,2.54,33,0
2025-03-11,M103,77.2,3.6,1,0
2025-03-11,M104,63.9,5.73,35,0
2025-03-11,M201,70.2,1.98,36,0
2025-03-11,M202,73.1,4.13,41,0
2025-03-11,M203,68.3,4.68,25,0
2025-03-11,M204,70.6,5.18,12,0
2025-03-11,M301,71.2,3.58,45,0
2025-03-11,M302,85.5,13.26,117,1
2025-03-11,M303,72.6,6.06,27,0
2025-03-11,M304,68.4,5.72,24,0
2025-03-11,M401,63.5,5.43,34,0
2025-03-11,M402,55.4,2.31,22,0
2025-03-11,M403,64.6,3.51,11,0
2025-03-11,M404,71.1,5.32,40,0
2025-03-12,M101,53.0,5.13,34,0
2025-03-12,M102,71.1,4.51,0,0
2025-03-12,M103,71.3,2.41,22,0
2025-03-12,M104,71.0,3.38,39,0
2025-03-12,M201,65.8,4.88,35,0
2025-03-12,M202,67.9,4.65,25,0
2025-03-12,M203,66.0,3.83,6,0
2025-03-12,M204,73.1,4.11,13,0
2025-03-12,M301,75.0,3.33,22,0
2025-03-12,M302,80.6,12.18,63,0
2025-03-12,M303,65.8,4.32,16,0
2025-03-12,M304,73.1,4.01,10,0
2025-03-12,M401,69.0,4.32,28,0
2025-03-12,M402,66.2,4.55,26,0
2025-03-12,M403,68.1,5.92,36,0
2025-03-12,M404,70.5,4.05,23,0
2025-03-13,M101,72.0,6.0,4,0
2025-03-13,M102,66.9,5.63,2,0
2025-03-13,M103,65.8,3.44,31,0
2025-03-13,M104,72.3,4.37,18,0
2025-03-13,M201,69.0,4.73,28,0
2025-03-13,M202,78.2,5.07,21,0
2025-03-13,M203,57.1,3.27,0,0
2025-03-13,M204,71.3,2.42,35,0
2025-03-13,M301,72.5,5.71,9,0
2025-03-13,M302,88.7,9.87,136,1
2025-03-13,M303,67.5,3.97,8,0
2025-03-13,M304,61.0,4.68,40,0
2025-03-13,M401,70.6,4.79,2,0
2025-03-13,M402,58.7,4.39,54,0
2025-03-13,M403,60.0,5.87,0,0
2025-03-13,M404,61.0,2.82,28,0
2025-03-14,M101,70.7,3.15,28,0
2025-03-14,M102,79.0,4.54,22,0
2025-03-14,M103,68.9,4.65,37,0
2025-03-14,M104,64.1,3.4,33,0
2025-03-14,M201,56.4,4.41,29,0
2025-03-14,M202,64.0,2.89,38,0
2025-03-14,M203,65.7,3.88,27,0
2025-03-14,M204,69.2,4.92,24,0
2025-03-14,M301,74.6,3.8,27,0
2025-03-14,M302,81.8,12.1,87,0
2025-03-14,M303,69.4,4.85,43,0
2025-03-14,M304,77.4,4.98,19,0
2025-03-14,M401,67.3,5.14,26,0
2025-03-14,M402,57.3,5.48,15,0
2025-03-14,M403,77.5,4.57,42,0
2025-03-14,M404,71.1,4.39,25,0
2025-03-15,M101,67.5,4.24,32,0
2025-03-15,M102,72.9,5.51,35,0
2025-03-15,M103,70.9,4.29,53,0
2025-03-15,M104,67.4,4.75,13,0
2025-03-15,M201,66.2,4.61,13,0
2025-03-15,M202,57.4,4.33,25,0
2025-03-15,M203,67.9,4.36,19,0
2025-03-15,M204,72.1,5.54,55,0
2025-03-15,M301,71.6,3.27,19,0
2025-03-15,M302,82.3,10.45,120,1
2025-03-15,M303,59.0,3.48,47,0
2025-03-15,M304,73.5,1.0,36,0
2025-03-15,M401,67.6,4.91,5,0
2025-03-15,M402,76.5,4.22,16,0
2025-03-15,M403,75.2,3.45,29,0
2025-03-15,M404,71.4,4.88,43,0
2025-03-16,M101,71.7,4.93,30,0
2025-03-16,M102,73.7,4.11,5,0
2025-03-16,M103,64.7,5.66,28,0
2025-03-16,M104,59.9,2.94,26,0
2025-03-16,M201,63.4,3.01,24,0
2025-03-16,M202,64.4,4.85,22,0
2025-03-16,M203,63.1,2.8,12,0
2025-03-16,M204,61.1,3.27,20,0
2025-03-16,M301,63.0,4.34,28,0
2025-03-16,M302,86.3,10.83,98,1
2025-03-16,M303,67.2,6.11,19,0
2025-03-16,M304,69.4,3.47,6,0
2025-03-16,M401,59.2,3.72,43,0
2025-03-16,M402,63.1,4.99,9,0
2025-03-16,M403,64.9,5.04,14,0
2025-03-16,M404,64.3,3.69,51,0
2025-03-17,M101,69.3,4.55,21,0
2025-03-17,M102,70.4,3.89,21,0
2025-03-17,M103,75.1,3.64,41,0
2025-03-17,M104,50.1,5.11,26,0
2025-03-17,M201,66.5,4.92,19,0
2025-03-17,M202,59.3,2.6,32,0
2025-03-17,M203,65.2,4.62,38,0
2025-03-17,M204,71.6,5.72,13,0
2025-03-17,M301,73.3,3.2,40,0
2025-03-17,M302,82.6,10.41,107,1
2025-03-17,M303,75.5,2.95,8,0
2025-03-17,M304,57.4,4.99,6,0
2025-03-17,M401,67.1,3.87,0,0
2025-03-17,M402,66.9,6.95,1,0
2025-03-17,M403,67.1,5.81,36,0
2025-03-17,M404,66.4,4.35,7,0
2025-03-18,M101,64.3,4.74,41,0
2025-03-18,M102,69.4,4.31,10,0
2025-03-18,M103,61.0,5.28,34,0
2025-03-18,M104,74.1,4.65,14,0
2025-03-18,M201,66.7,4.34,2,0
2025-03-18,M202,64.9,4.96,28,0
2025-03-18,M203,65.6,3.91,10,0
2025-03-18,M204,62.6,3.64,39,0
2025-03-18,M301,73.7,4.62,25,0
2025-03-18,M302,77.8,9.43,63,0
2025-03-18,M303,73.2,5.25,26,0
2025-03-18,M304,68.2,5.5,14,0
2025-03-18,M401,64.8,4.49,20,0
2025-03-18,M402,68.1,5.68,25,0
2025-03-18,M403,62.0,3.7,35,0
2025-03-18,M404,65.5,4.95,32,0
2025-03-19,M101,67.8,4.82,27,0
2025-03-19,M102,68.8,4.51,25,0
2025-03-19,M103,67.1,4.56,8,0
2025-03-19,M104,73.7,4.76,26,0
2025-03-19,M201,67.0,5.12,11,0
2025-03-19,M202,68.0,4.19,24,0
2025-03-19,M203,75.4,5.11,27,0
2025-03-19,M204,65.2,4.74,12,0
2025-03-19,M301,59.9,5.1,0,0
2025-03-19,M302,82.4,10.67,106,1
2025-03-19,M303,64.3,2.97,24,0
2025-03-19,M304,60.3,5.42,24,0
2025-03-19,M401,53.5,3.0,24,0
2025-03-19,M402,61.7,3.98,28,0
2025-03-19,M403,61.9,5.49,42,0
2025-03-19,M404,68.0,4.2,39,0
2025-03-20,M101,62.9,3.11,22,0
2025-03-20,M102,66.1,5.61,34,0
2025-03-20,M103,63.5,4.64,5,0
2025-03-20,M104,73.6,6.05,25,0
2025-03-20,M201,56.0,4.73,44,0
2025-03-20,M202,73.7,4.31,49,0
2025-03-20,M203,64.8,5.83,24,0
2025-03-20,M204,72.8,3.47,8,0
2025-03-20,M301,71.0,5.01,24,0
2025-03-20,M302,73.7,9.4,90,0
2025-03-20,M303,60.1,4.63,34,0
2025-03-20,M304,69.4,4.08,25,0
2025-03-20,M401,67.7,4.22,7,0
2025-03-20,M402,65.4,2.85,21,0
2025-03-20,M403,59.0,4.37,16,0
2025-03-20,M404,75.6,4.13,38,0
2025-03-21,M101,60.8,6.94,50,0
2025-03-21,M102,67.5,4.09,24,0
