Production_Date,Shift,Line,Machine_ID,Product_ID,Planned_Qty,Actual_Qty,Runtime_Hours,Setup_Time_Min
2025-04-18,Day,Line2,M203,P103,998,923,6.5,33
2025-04-18,Night,Line2,M203,P104,870,820,7.72,34
2025-04-18,Day,Line2,M204,P102,956,924,7.87,14
2025-04-18,Night,Line2,M204,P102,1140,1047,6.81,41
2025-04-18,Day,Line3,M301,P101,857,764,7.41,19
2025-04-18,Night,Line3,M301,P103,1130,1013,6.75,15
2025-04-18,Day,Line3,M302,P104,898,793,7.2,39
2025-04-18,Night,Line3,M302,P103,936,862,7.4,28
2025-04-18,Day,Line3,M303,P102,884,818,6.95,27
2025-04-18,Night,Line3,M303,P103,1030,894,7.49,15
2025-04-18,Day,Line3,M304,P101,941,869,6.69,39
2025-04-18,Night,Line3,M304,P103,1092,943,7.14,26
2025-04-18,Day,Line4,M401,P104,1182,1163,6.89,18
2025-04-18,Night,Line4,M401,P101,1141,1043,7.82,41
2025-04-18,Day,Line4,M402,P101,1036,991,7.42,28
2025-04-18,Night,Line4,M402,P104,1059,1000,6.63,18
2025-04-18,Day,Line4,M403,P104,1037,1043,7.49,42
2025-04-18,Night,Line4,M403,P103,1041,954,7.44,15
2025-04-18,Day,Line4,M404,P104,1109,1037,6.65,38
2025-04-18,Night,Line4,M404,P103,1199,1074,7.58,12
2025-04-19,Day,Line1,M101,P101,975,990,6.87,45
2025-04-19,Night,Line1,M101,P101,929,874,6.99,16
2025-04-19,Day,Line1,M102,P103,1042,1034,7.85,20
2025-04-19,Night,Line1,M102,P104,887,818,7.28,24
2025-04-19,Day,Line1,M103,P104,1086,1026,7.82,15
2025-04-19,Night,Line1,M103,P103,1088,1021,6.52,39
2025-04-19,Day,Line1,M104,P104,905,868,7.01,15
2025-04-19,Night,Line1,M104,P102,905,869,7.89,35
2025-04-19,Day,Line2,M201,P104,952,915,7.32,35
2025-04-19,Night,Line2,M201,P103,883,820,6.83,30
2025-04-19,Day,Line2,M202,P103,1159,1178,7.59,41
2025-04-19,Night,Line2,M202,P102,1093,998,6.5,17
2025-04-19,Day,Line2,M203,P103,1082,1013,6.56,12
2025-04-19,Night,Line2,M203,P102,1090,996,6.68,19
2025-04-19,Day,Line2,M204,P102,1013,994,6.89,12
2025-04-19,Night,Line2,M204,P104,881,839,6.53,33
2025-04-19,Day,Line3,M301,P104,1092,988,6.84,23
2025-04-19,Night,Line3,M301,P101,958,826,7.27,11
2025-04-19,Day,Line3,M302,P104,988,903,7.03,26
2025-04-19,Night,Line3,M302,P102,892,817,7.07,19
2025-04-19,Day,Line3,M303,P101,990,947,7.18,35
2025-04-19,Night,Line3,M303,P101,1002,873,7.79,38
2025-04-19,Day,Line3,M304,P104,1118,1011,7.34,23
2025-04-19,Night,Line3,M304,P103,944,852,6.64,13
2025-04-19,Day,Line4,M401,P101,1069,1014,6.81,31
2025-04-19,Night,Line4,M401,P103,934,840,7.81,22
2025-04-19,Day,Line4,M402,P103,1064,1016,7.41,40
2025-04-19,Night,Line4,M402,P104,1124,1015,7.54,20
2025-04-19,Day,Line4,M403,P104,1031,1019,7.35,34
2025-04-19,Night,Line4,M403,P101,1137,1058,7.16,22
2025-04-19,Day,Line4,M404,P101,1191,1141,7.73,19
2025-04-19,Night,Line4,M404,P103,1190,1091,7.42,30
2025-04-20,Day,Line1,M101,P101,927,889,6.68,39
2025-04-20,Night,Line1,M101,P102,1105,1081,6.52,30
2025-04-20,Day,Line1,M102,P101,1195,1186,7.69,36
2025-04-20,Night,Line1,M102,P103,1116,1013,6.94,10
2025-04-20,Day,Line1,M103,P104,914,803,7.12,38
2025-04-20,Night,Line1,M103,P101,868,812,6.85,23
2025-04-20,Day,Line1,M104,P102,1065,1012,6.58,44
2025-04-20,Night,Line1,M104,P102,1157,1075,6.8,34
2025-04-20,Day,Line2,M201,P102,1028,969,7.04,23
2025-04-20,Night,Line2,M201,P102,1197,1085,6.51,10
2025-04-20,Day,Line2,M202,P103,1036,1065,7.48,11
2025-04-20,Night,Line2,M202,P103,1007,1002,7.08,42
2025-04-20,Day,Line2,M203,P101,1105,1047,6.58,39
2025-04-20,Night,Line2,M203,P104,1060,1000,7.19,32
2025-04-20,Day,Line2,M204,P103,1127,1115,6.66,37
2025-04-20,Night,Line2,M204,P103,908,856,7.73,21
2025-04-20,Day,Line3,M301,P104,1069,957,6.97,33
2025-04-20,Night,Line3,M301,P102,1133,964,7.1,20
2025-04-20,Day,Line3,M302,P104,1045,951,7.7,28
2025-04-20,Night,Line3,M302,P104,1174,1002,7.16,28
2025-04-20,Day,Line3,M303,P101,894,845,7.56,16
2025-04-20,Night,Line3,M303,P101,1182,1050,7.24,11
2025-04-20,Day,Line3,M304,P104,903,835,7.37,41
2025-04-20,Night,Line3,M304,P101,1174,1033,6.83,38
2025-04-20,Day,Line4,M401,P101,1191,1172,6.57,28
2025-04-20,Night,Line4,M401,P104,958,882,7.99,24
2025-04-20,Day,Line4,M402,P104,1132,1096,7.09,34
2025-04-20,Night,Line4,M402,P101,950,882,7.24,40
2025-04-20,Day,Line4,M403,P101,1029,980,7.31,39
2025-04-20,Night,Line4,M403,P104,1180,1143,6.57,35
2025-04-20,Day,Line4,M404,P101,1041,975,6.67,24
2025-04-20,Night,Line4,M404,P103,987,938,7.12,26
2025-04-21,Day,Line1,M101,P103,1062,1061,6.77,25
2025-04-21,Night,Line1,M101,P101,1062,1027,6.62,12
2025-04-21,Day,Line1,M102,P101,863,812,7.73,19
2025-04-21,Night,Line1,M102,P103,1115,1064,7.65,30
2025-04-21,Day,Line1,M103,P103,937,851,6.89,37
2025-04-21,Night,Line1,M103,P102,1134,1100,6.68,35
2025-04-21,Day,Line1,M104,P102,1165,1210,7.04,35
2025-04-21,Night,Line1,M104,P101,1145,1086,7.21,37
2025-04-21,Day,Line2,M201,P102,1175,1176,7.85,34
2025-04-21,Night,Line2,M201,P102,1056,950,6.75,30
2025-04-21,Day,Line2,M202,P102,1073,997,7.44,24
2025-04-21,Night,Line2,M202,P101,914,850,7.59,42
2025-04-21,Day,Line2,M203,P101,1173,1120,7.93,35
2025-04-21,Night,Line2,M203,P103,1133,1075,6.59,20
2025-04-21,Day,Line2,M204,P103,954,898,7.84,15
2025-04-21,Night,Line2,M204,P101,863,814,7.29,37
2025-04-21,Day,Line3,M301,P101,1171,1099,6.73,19
2025-04-21,Night,Line3,M301,P101,1166,1055,6.56,44
2025-04-21,Day,Line3,M302,P101,1142,1026,6.69,34
2025-04-21,Night,Line3,M302,P101,916,835,7.2,39
2025-04-21,Day,Line3,M303,P103,945,848,6.91,25
2025-04-21,Night,Line3,M303,P102,1002,894,6.55,22
2025-04-21,Day,Line3,M304,P102,1043,977,7.97,26
2025-04-21,Night,Line3,M304,P101,990,875,7.46,15
2025-04-21,Day,Line4,M401,P102,1171,1081,7.88,11
2025-04-21,Night,Line4,M401,P101,906,853,7.64,39
2025-04-21,Day,Line4,M402,P101,904,892,6.8,19
2025-04-21,Night,Line4,M402,P103,984,955,6.82,21
2025-04-21,Day,Line4,M403,P101,889,825,7.16,41
2025-04-21,Night,Line4,M403,P103,956,918,7.67,35
2025-04-21,Day,Line4,M404,P101,1101,1048,7.69,11
2025-04-21,Night,Line4,M404,P104,887,872,7.76,41
2025-04-22,Day,Line1,M101,P101,957,884,6.91,36
2025-04-22,Night,Line1,M101,P104,1010,969,6.97,38
2025-04-22,Day,Line1,M102,P102,942,894,6.81,29
2025-04-22,Night,Line1,M102,P101,941,868,7.18,12
2025-04-22,Day,Line1,M103,P101,1025,1013,6.64,32
2025-04-22,Night,Line1,M103,P104,1164,1133,7.88,44
2025-04-22,Day,Line1,M104,P101,931,839,7.63,43
2025-04-22,Night,Line1,M104,P103,912,884,6.89,22
2025-04-22,Day,Line2,M201,P101,1124,1076,7.76,11
2025-04-22,Night,Line2,M201,P102,960,903,7.17,33
2025-04-22,Day,Line2,M202,P101,961,886,7.52,11
2025-04-22,Night,Line2,M202,P103,920,881,7.66,24
2025-04-22,Day,Line2,M203,P101,914,941,7.18,27
2025-04-22,Night,Line2,M203,P103,1096,1012,7.84,22
2025-04-22,Day,Line2,M204,P101,1028,1024,7.7,45
2025-04-22,Night,Line2,M204,P103,1089,1023,7.12,41
2025-04-22,Day,Line3,M301,P104,1112,995,7.74,35
2025-04-22,Night,Line3,M301,P102,978,828,6.84,21
2025-04-22,Day,Line3,M302,P102,993,945,7.03,35
2025-04-22,Night,Line3,M302,P101,1148,1025,7.46,29
2025-04-22,Day,Line3,M303,P102,955,856,7.69,41
2025-04-22,Night,Line3,M303,P104,1078,950,6.65,37
2025-04-22,Day,Line3,M304,P103,1013,942,7.02,16
2025-04-22,Night,Line3,M304,P104,1069,937,7.96,22
2025-04-22,Day,Line4,M401,P103,1041,970,7.56,14
2025-04-22,Night,Line4,M401,P104,935,875,6.55,12
2025-04-22,Day,Line4,M402,P103,1150,1099,7.94,36
2025-04-22,Night,Line4,M402,P103,1159,1083,7.54,43
2025-04-22,Day,Line4,M403,P103,1053,997,7.0,11
2025-04-22,Night,Line4,M403,P101,942,921,6.85,30
2025-04-22,Day,Line4,M404,P104,945,986,7.45,32
2025-04-22,Night,Line4,M404,P102,887,806,6.89,23
2025-04-23,Day,Line1,M101,P103,1040,933,7.17,19
2025-04-23,Night,Line1,M101,P103,912,850,7.36,10
2025-04-23,Day,Line1,M102,P103,855,769,7.6,31
2025-04-23,Night,Line1,M102,P102,1088,973,7.53,30
2025-04-23,Day,Line1,M103,P102,1137,1074,7.41,14
2025-04-23,Night,Line1,M103,P104,995,955,7.38,23
2025-04-23,Day,Line1,M104,P102,902,859,6.97,45
2025-04-23,Night,Line1,M104,P103,1161,1011,6.71,14
2025-04-23,Day,Line2,M201,P104,1199,1141,7.52,37
2025-04-23,Night,Line2,M201,P103,1013,946,7.49,22
2025-04-23,Day,Line2,M202,P102,875,835,7.38,41
2025-04-23,Night,Line2,M202,P104,873,849,7.96,27
2025-04-23,Day,Line2,M203,P104,911,899,6.62,17
2025-04-23,Night,Line2,M203,P104,937,882,6.79,30
2025-04-23,Day,Line2,M204,P104,971,992,7.72,11
2025-04-23,Night,Line2,M204,P103,859,770,7.98,10
2025-04-23,Day,Line3,M301,P104,995,890,7.7,18
2025-04-23,Night,Line3,M301,P104,868,769,7.41,44
2025-04-23,Day,Line3,M302,P101,1022,929,7.61,11
2025-04-23,Night,Line3,M302,P101,1090,923,7.66,16
2025-04-23,Day,Line3,M303,P104,1004,855,7.96,27
2025-04-23,Night,Line3,M303,P103,1027,913,7.5,35
2025-04-23,Day,Line3,M304,P101,1134,977,7.6,30
2025-04-23,Night,Line3,M304,P104,1163,1011,6.86,13
2025-04-23,Day,Line4,M401,P104,1002,965,6.93,39
2025-04-23,Night,Line4,M401,P104,1178,1061,7.44,17
2025-04-23,Day,Line4,M402,P103,1166,1130,6.92,16
2025-04-23,Night,Line4,M402,P101,964,882,6.5,13
2025-04-23,Day,Line4,M403,P101,921,874,7.67,16
2025-04-23,Night,Line4,M403,P103,1073,1024,7.41,24
2025-04-23,Day,Line4,M404,P102,895,856,7.52,22
2025-04-23,Night,Line4,M404,P103,1125,1067,6.6,10
2025-04-24,Day,Line1,M101,P101,982,955,7.31,12
2025-04-24,Night,Line1,M101,P101,874,818,6.93,29
2025-04-24,Day,Line1,M102,P101,985,956,7.47,31
2025-04-24,Night,Line1,M102,P104,988,908,7.06,20
2025-04-24,Day,Line1,M103,P102,1148,1119,6.98,39
2025-04-24,Night,Line1,M103,P101,914,852,6.88,30
2025-04-24,Day,Line1,M104,P102,1149,1147,6.65,36
2025-04-24,Night,Line1,M104,P104,1192,1125,7.91,17
2025-04-24,Day,Line2,M201,P102,1145,1080,7.57,40
2025-04-24,Night,Line2,M201,P104,993,948,7.08,30
2025-04-24,Day,Line2,M202,P104,965,965,7.94,15
2025-04-24,Night,Line2,M202,P103,1001,926,6.69,15
2025-04-24,Day,Line2,M203,P103,1135,1068,7.06,25
2025-04-24,Night,Line2,M203,P102,889,765,7.04,14
2025-04-24,Day,Line2,M204,P104,880,848,7.15,23
2025-04-24,Night,Line2,M204,P101,1193,1109,6.79,23
2025-04-24,Day,Line3,M301,P104,1047,968,7.23,22
2025-04-24,Night,Line3,M301,P104,903,817,6.95,31
2025-04-24,Day,Line3,M302,P102,1152,1000,6.85,43
2025-04-24,Night,Line3,M302,P103,1009,925,7.6,39
2025-04-24,Day,Line3,M303,P102,1108,982,6.86,16
2025-04-24,Night,Line3,M303,P102,962,842,7.9,33
2025-04-24,Day,Line3,M304,P104,1081,910,7.81,42
2025-04-24,Night,Line3,M304,P102,1054,948,7.09,22
2025-04-24,Day,Line4,M401,P101,992,919,7.07,37
2025-04-24,Night,Line4,M401,P102,1007,927,6.98,16
2025-04-24,Day,Line4,M402,P102,1086,1004,7.37,16
2025-04-24,Night,Line4,M402,P101,973,943,6.6,11
2025-04-24,Day,Line4,M403,P104,945,896,7.91,27
2025-04-24,Night,Line4,M403,P101,1093,985,7.07,43
2025-04-24,Day,Line4,M404,P104,1030,951,6.69,26
2025-04-24,Night,Line4,M404,P101,1131,1090,6.59,15
2025-04-25,Day,Line1,M101,P103,1070,999,6.76,23
2025-04-25,Night,Line1,M101,P102,1053,974,7.64,42
2025-04-25,Day,Line1,M102,P104,1110,1066,7.07,31
2025-04-25,Night,Line1,M102,P101,1075,1000,7.26,27
2025-04-25,Day,Line1,M103,P103,900,814,6.94,13
2025-04-25,Night,Line1,M103,P104,1066,1021,7.6,22
2025-04-25,Day,Line1,M104,P103,946,901,6.65,35
2025-04-25,Night,Line1,M104,P102,1154,1094,7.85,27
2025-04-25,Day,Line2,M201,P104,1115,1093,7.04,37
2025-04-25,Night,Line2,M201,P101,1198,1053,6.69,13
2025-04-25,Day,Line2,M202,P102,906,888,6.8,24
2025-04-25,Night,Line2,M202,P101,877,890,7.18,12
2025-04-25,Day,Line2,M203,P103,972,944,6.65,14
2025-04-25,Night,Line2,M203,P101,991,970,7.32,24
2025-04-25,Day,Line2,M204,P104,1050,1038,7.44,35
2025-04-25,Night,Line2,M204,P101,962,923,6.73,27
2025-04-25,Day,Line3,M301,P104,955,897,6.54,20
2025-04-25,Night,Line3,M301,P102,1027,950,7.12,28
2025-04-25,Day,Line3,M302,P103,851,805,6.82,16
2025-04-25,Night,Line3,M302,P102,1107,945,7.39,40
2025-04-25,Day,Line3,M303,P103,972,915,6.88,20
2025-04-25,Night,Line3,M303,P103,1198,1056,7.97,14
2025-04-25,Day,Line3,M304,P102,945,895,6.63,31
2025-04-25,Night,Line3,M304,P104,922,834,6.78,10
2025-04-25,Day,Line4,M401,P104,1069,987,7.42,31
2025-04-25,Night,Line4,M401,P101,940,923,7.54,26
2025-04-25,Day,Line4,M402,P101,937,878,6.6,10
2025-04-25,Night,Line4,M402,P103,1092,1016,7.38,10
2025-04-25,Day,Line4,M403,P104,976,986,7.26,40
2025-04-25,Night,Line4,M403,P101,873,824,7.13,11
2025-04-25,Day,Line4,M404,P103,966,917,7.0,43
2025-04-25,Night,Line4,M404,P102,925,867,7.96,16
2025-04-26,Day,Line1,M101,P101,1005,953,7.38,31
2025-04-26,Night,Line1,M101,P104,1101,1061,7.77,32
2025-04-26,Day,Line1,M102,P103,1189,1129,6.61,41
2025-04-26,Night,Line1,M102,P103,1036,972,7.27,39
2025-04-26,Day,Line1,M103,P101,1030,1006,7.43,29
2025-04-26,Night,Line1,M103,P103,1115,1063,7.47,40
2025-04-26,Day,Line1,M104,P101,988,928,7.56,43
2025-04-26,Night,Line1,M104,P101,925,892,6.82,36
2025-04-26,Day,Line2,M201,P102,1187,1121,7.13,19
2025-04-26,Night,Line2,M201,P103,1104,1003,7.26,11
2025-04-26,Day,Line2,M202,P102,1145,1039,6.54,37
2025-04-26,Night,Line2,M202,P103,955,892,7.41,15
2025-04-26,Day,Line2,M203,P102,1043,951,7.8,16
2025-04-26,Night,Line2,M203,P103,1170,1071,7.62,44
2025-04-26,Day,Line2,M204,P104,1119,1073,6.7,21
2025-04-26,Night,Line2,M204,P103,1197,1166,7.54,32
2025-04-26,Day,Line3,M301,P103,1050,946,6.6,36
2025-04-26,Night,Line3,M301,P103,1008,854,7.74,22
2025-04-26,Day,Line3,M302,P101,1146,1039,7.62,43
2025-04-26,Night,Line3,M302,P103,1163,1073,7.43,17
2025-04-26,Day,Line3,M303,P104,1082,974,7.68,32
2025-04-26,Night,Line3,M303,P103,906,842,7.19,10
2025-04-26,Day,Line3,M304,P104,1200,1091,7.19,19
2025-04-26,Night,Line3,M304,P104,1198,1091,7.68,19
2025-04-26,Day,Line4,M401,P103,1169,1129,6.77,45
2025-04-26,Night,Line4,M401,P102,1005,983,7.2,41
2025-04-26,Day,Line4,M402,P103,883,904,7.75,28
2025-04-26,Night,Line4,M402,P101,1082,1001,6.57,12
2025-04-26,Day,Line4,M403,P102,994,958,6.8,17
2025-04-26,Night,Line4,M403,P101,1100,1072,6.98,29
2025-04-26,Day,Line4,M404,P101,1070,1035,6.58,32
2025-04-26,Night,Line4,M404,P101,875,775,6.74,26
2025-04-27,Day,Line1,M101,P102,1029,978,6.85,28
2025-04-27,Night,Line1,M101,P102,894,846,7.18,27
2025-04-27,Day,Line1,M102,P102,950,957,7.17,37
2025-04-27,Night,Line1,M102,P101,998,941,7.68,24
2025-04-27,Day,Line1,M103,P101,1092,1019,6.73,32
2025-04-27,Night,Line1,M103,P102,1197,1134,7.16,34
2025-04-27,Day,Line1,M104,P104,1054,1058,7.37,16
2025-04-27,Night,Line1,M104,P103,1004,925,7.08,29
2025-04-27,Day,Line2,M201,P102,1138,1075,7.36,37
2025-04-27,Night,Line2,M201,P103,1146,1056,7.14,18
2025-04-27,Day,Line2,M202,P102,978,901,7.49,18
2025-04-27,Night,Line2,M202,P104,1133,1067,7.78,22
2025-04-27,Day,Line2,M203,P103,1006,963,7.96,15
2025-04-27,Night,Line2,M203,P103,1140,1013,7.0,39
2025-04-27,Day,Line2,M204,P102,1042,975,7.41,37
2025-04-27,Night,Line2,M204,P101,920,869,6.63,43
2025-04-27,Day,Line3,M301,P104,1010,939,7.38,42
2025-04-27,Night,Line3,M301,P103,1089,1000,7.17,32
2025-04-27,Day,Line3,M302,P104,1088,1015,7.37,36
2025-04-27,Night,Line3,M302,P104,1086,966,7.31,11
2025-04-27,Day,Line3,M303,P101,1065,923,6.51,15
2025-04-27,Night,Line3,M303,P102,1164,1028,6.86,29
2025-04-27,Day,Line3,M304,P102,1147,961,7.17,42
2025-04-27,Night,Line3,M304,P103,915,819,7.97,44
2025-04-27,Day,Line4,M401,P103,877,824,6.7,35
2025-04-27,Night,Line4,M401,P102,1056,927,6.57,10
2025-04-27,Day,Line4,M402,P104,1115,1082,7.64,39
2025-04-27,Night,Line4,M402,P101,893,878,6.72,13
2025-04-27,Day,Line4,M403,P103,1182,1079,6.84,16
2025-04-27,Night,Line4,M403,P103,1154,1100,6.52,16
2025-04-27,Day,Line4,M404,P103,1139,1079,6.68,40
2025-04-27,Night,Line4,M404,P103,881,807,7.98,17
2025-04-28,Day,Line1,M101,P101,954,894,6.8,43
2025-04-28,Night,Line1,M101,P102,1137,1055,7.38,41
2025-04-28,Day,Line1,M102,P102,964,913,7.46,19
2025-04-28,Night,Line1,M102,P103,1171,1099,7.12,29
2025-04-28,Day,Line1,M103,P101,1098,1025,7.48,22
2025-04-28,Night,Line1,M103,P101,884,813,7.12,10
2025-04-28,Day,Line1,M104,P102,1159,1131,7.35,17
2025-04-28,Night,Line1,M104,P101,976,890,7.79,23
2025-04-28,Day,Line2,M201,P101,1092,1056,7.51,11
2025-04-28,Night,Line2,M201,P104,1050,976,6.67,13
2025-04-28,Day,Line2,M202,P101,1003,946,7.92,35
2025-04-28,Night,Line2,M202,P104,944,938,6.71,25
2025-04-28,Day,Line2,M203,P103,1163,1072,7.94,38
2025-04-28,Night,Line2,M203,P101,1071,1056,6.99,19
2025-04-28,Day,Line2,M204,P101,944,929,7.99,19
2025-04-28,Night,Line2,M204,P102,937,863,6.88,42
2025-04-28,Day,Line3,M301,P102,1093,1022,6.94,40
2025-04-28,Night,Line3,M301,P103,998,807,6.52,16
2025-04-28,Day,Line3,M302,P104,1038,922,7.17,27
2025-04-28,Night,Line3,M302,P104,1047,902,6.76,16
2025-04-28,Day,Line3,M303,P104,1063,979,6.63,37
2025-04-28,Night,Line3,M303,P102,864,787,7.48,28
2025-04-28,Day,Line3,M304,P104,911,839,6.5,34
2025-04-28,Night,Line3,M304,P101,1147,1025,6.87,29
2025-04-28,Day,Line4,M401,P101,1180,1165,6.64,38
2025-04-28,Night,Line4,M401,P101,1031,993,7.27,18
2025-04-28,Day,Line4,M402,P104,1084,1019,7.72,27
2025-04-28,Night,Line4,M402,P101,931,859,6.7,32
2025-04-28,Day,Line4,M403,P102,1028,1008,6.78,43
2025-04-28,Night,Line4,M403,P104,1112,1043,7.97,14
2025-04-28,Day,Line4,M404,P102,1185,1138,6.76,19
2025-04-28,Night,Line4,M404,P103,1185,1118,6.97,31
2025-04-29,Day,Line1,M101,P104,921,835,6.92,27
2025-04-29,Night,Line1,M101,P103,1051,966,7.96,14
2025-04-29,Day,Line1,M102,P104,1042,1015,6.5,40
2025-04-29,Night,Line1,M102,P102,1144,1051,7.39,42
2025-04-29,Day,Line1,M103,P103,916,872,6.78,30
2025-04-29,Night,Line1,M103,P103,1149,1096,7.48,35
2025-04-29,Day,Line1,M104,P101,873,864,6.98,11
2025-04-29,Night,Line1,M104,P102,968,942,6.88,16
2025-04-29,Day,Line2,M201,P101,1105,1100,7.18,40
2025-04-29,Night,Line2,M201,P103,968,905,7.14,25
2025-04-29,Day,Line2,M202,P101,939,894,7.31,34
2025-04-29,Night,Line2,M202,P104,882,798,6.53,13
2025-04-29,Day,Line2,M203,P103,908,911,7.52,12
2025-04-29,Night,Line2,M203,P101,1076,1002,7.45,33
2025-04-29,Day,Line2,M204,P101,939,941,7.31,30
2025-04-29,Night,Line2,M204,P101,1080,1024,6.99,34
2025-04-29,Day,Line3,M301,P102,1176,1107,7.38,45
2025-04-29,Night,Line3,M301,P102,950,843,7.51,26
2025-04-29,Day,Line3,M302,P104,1074,995,7.1,28
2025-04-29,Night,Line3,M302,P102,953,879,7.27,20
2025-04-29,Day,Line3,M303,P104,1120,1002,7.08,22
2025-04-29,Night,Line3,M303,P101,1148,1062,6.64,11
2025-04-29,Day,Line3,M304,P101,954,838,7.11,12
2025-04-29,Night,Line3,M304,P102,852,803,7.52,33
2025-04-29,Day,Line4,M401,P104,1140,1099,7.66,44
2025-04-29,Night,Line4,M401,P101,1024,941,7.74,21
2025-04-29,Day,Line4,M402,P104,947,932,7.23,23
2025-04-29,Night,Line4,M402,P104,1106,1050,7.31,32
2025-04-29,Day,Line4,M403,P103,1166,1059,7.09,45
2025-04-29,Night,Line4,M403,P102,884,820,7.08,38
2025-04-29,Day,Line4,M404,P104,1170,1088,7.79,34
2025-04-29,Night,Line4,M404,P101,1141,1040,6.6,15
2025-04-30,Day,Line1,M101,P102,1114,1037,7.02,29
2025-04-30,Night,Line1,M101,P101,910,869,6.59,41
2025-04-30,Day,Line1,M102,P102,876,864,7.83,44
2025-04-30,Night,Line1,M102,P103,861,789,6.83,24
2025-04-30,Day,Line1,M103,P103,978,881,7.81,34
2025-04-30,Night,Line1,M103,P103,884,767,7.64,20
2025-04-30,Day,Line1,M104,P103,888,907,7.77,44
2025-04-30,Night,Line1,M104,P102,1115,1053,6.51,42
2025-04-30,Day,Line2,M201,P103,1054,1037,7.61,13
2025-04-30,Night,Line2,M201,P101,1148,1072,7.31,40
2025-04-30,Day,Line2,M202,P103,1184,1061,7.28,11
2025-04-30,Night,Line2,M202,P101,1023,974,7.48,36
2025-04-30,Day,Line2,M203,P103,952,961,7.79,31
2025-04-30,Night,Line2,M203,P101,921,848,6.73,23
2025-04-30,Day,Line2,M204,P103,1189,1062,7.53,13
2025-04-30,Night,Line2,M204,P102,1102,997,6.87,14
2025-04-30,Day,Line3,M301,P101,1027,961,7.13,14
2025-04-30,Night,Line3,M301,P104,1156,1040,7.87,15
2025-04-30,Day,Line3,M302,P104,916,866,6.53,27
2025-04-30,Night,Line3,M302,P101,903,803,7.41,12
2025-04-30,Day,Line3,M303,P104,1109,1031,6.93,24
2025-04-30,Night,Line3,M303,P103,1070,938,7.53,40
2025-04-30,Day,Line3,M304,P103,966,847,6.55,11
2025-04-30,Night,Line3,M304,P101,863,785,7.11,22
2025-04-30,Day,Line4,M401,P104,1199,1183,7.7,11
2025-04-30,Night,Line4,M401,P104,876,807,7.19,34
2025-04-30,Day,Line4,M402,P104,914,919,7.74,37
2025-04-30,Night,Line4,M402,P104,1131,1116,7.14,18
2025-04-30,Day,Line4,M403,P101,1074,1000,7.3,17
2025-04-30,Night,Line4,M403,P103,1030,940,7.17,22
2025-04-30,Day,Line4,M404,P103,1073,1002,7.58,13
2025-04-30,Night,Line4,M404,P102,968,906,6.82,15
2025-05-01,Day,Line1,M101,P101,966,916,6.84,36
2025-05-01,Night,Line1,M101,P101,857,772,7.38,25
2025-05-01,Day,Line1,M102,P101,889,831,7.31,13
2025-05-01,Night,Line1,M102,P102,1074,941,6.81,21
2025-05-01,Day,Line1,M103,P103,872,785,6.55,30
2025-05-01,Night,Line1,M103,P103,1158,1037,7.25,25
2025-05-01,Day,Line1,M104,P103,916,934,7.56,35
2025-05-01,Night,Line1,M104,P104,1186,1180,6.77,17
2025-05-01,Day,Line2,M201,P101,889,873,7.92,26
2025-05-01,Night,Line2,M201,P102,1103,1017,6.7,32
2025-05-01,Day,Line2,M202,P102,1077,985,6.59,29
2025-05-01,Night,Line2,M202,P103,1132,1063,6.99,28
2025-05-01,Day,Line2,M203,P102,1119,1089,7.3,27
2025-05-01,Night,Line2,M203,P103,1127,1033,6.72,42
2025-05-01,Day,Line2,M204,P101,877,852,7.01,32
2025-05-01,Night,Line2,M204,P104,1168,1056,7.38,41
2025-05-01,Day,Line3,M301,P103,890,794,6.83,23
2025-05-01,Night,Line3,M301,P102,1116,984,6.78,24
2025-05-01,Day,Line3,M302,P103,1133,1094,6.9,23
2025-05-01,Night,Line3,M302,P101,1040,899,6.52,19
2025-05-01,Day,Line3,M303,P101,970,953,7.94,38
2025-05-01,Night,Line3,M303,P104,908,820,7.38,11
2025-05-01,Day,Line3,M304,P104,867,854,7.89,27
2025-05-01,Night,Line3,M304,P103,1151,990,7.74,34
2025-05-01,Day,Line4,M401,P103,893,827,6.89,13
2025-05-01,Night,Line4,M401,P103,1162,1065,7.26,34
2025-05-01,Day,Line4,M402,P104,859,825,6.6,34
2025-05-01,Night,Line4,M402,P104,1077,1067,7.59,12
2025-05-01,Day,Line4,M403,P102,955,899,7.5,34
2025-05-01,Night,Line4,M403,P102,1187,1147,7.14,37
2025-05-01,Day,Line4,M404,P101,1188,1209,7.83,29
2025-05-01,Night,Line4,M404,P101,1127,1068,7.24,32
2025-05-02,Day,Line1,M101,P101,1161,1152,6.83,31
2025-05-02,Night,Line1,M101,P103,1152,1055,7.08,23
2025-05-02,Day,Line1,M102,P101,1024,995,7.11,37
2025-05-02,Night,Line1,M102,P104,879,843,6.82,16
2025-05-02,Day,Line1,M103,P104,1197,1100,6.76,28
2025-05-02,Night,Line1,M103,P104,1067,974,7.61,43
2025-05-02,Day,Line1,M104,P103,933,887,7.08,34
2025-05-02,Night,Line1,M104,P104,971,865,7.97,18
2025-05-02,Day,Line2,M201,P101,993,931,6.63,27
2025-05-02,Night,Line2,M201,P101,977,912,7.39,44
2025-05-02,Day,Line2,M202,P103,1022,935,7.15,35
2025-05-02,Night,Line2,M202,P101,1165,1158,6.58,27
2025-05-02,Day,Line2,M203,P103,987,977,6.72,26
