Date,Material_ID,Stock_Qty,Daily_Consumption,Reorder_Level,Lead_Time_Days
2025-02-26,RM06,2834,115,853,17
2025-02-26,RM07,4823,188,902,20
2025-02-26,RM08,642,180,1337,38
2025-02-26,RM09,3261,137,952,19
2025-02-26,RM10,2716,91,917,16
2025-02-26,RM11,3699,92,1464,14
2025-02-26,RM12,783,78,1329,7
2025-02-27,RM01,912,93,1470,21
2025-02-27,RM02,3170,193,1464,13
2025-02-27,RM03,3110,71,883,9
2025-02-27,RM04,1623,143,1390,8
2025-02-27,RM05,3049,112,992,18
2025-02-27,RM06,2525,77,1284,22
2025-02-27,RM07,4884,87,1248,13
2025-02-27,RM08,1129,75,1278,36
2025-02-27,RM09,4327,146,1436,5
2025-02-27,RM10,924,108,1001,15
2025-02-27,RM11,4329,81,1413,6
2025-02-27,RM12,2435,108,1417,17
2025-02-28,RM01,4782,136,864,18
2025-02-28,RM02,2627,105,1217,25
2025-02-28,RM03,2554,97,1382,18
2025-02-28,RM04,3621,64,1153,23
2025-02-28,RM05,3056,96,876,15
2025-02-28,RM06,829,92,1205,23
2025-02-28,RM07,4384,97,1126,8
2025-02-28,RM08,211,176,1224,44
2025-02-28,RM09,977,113,827,21
2025-02-28,RM10,4086,134,1085,12
2025-02-28,RM11,3943,53,1299,6
2025-02-28,RM12,4269,65,1449,13
2025-03-01,RM01,4360,182,1158,18
2025-03-01,RM02,3629,116,1408,13
2025-03-01,RM03,1745,136,1390,15
2025-03-01,RM04,2390,114,1345,12
2025-03-01,RM05,4627,195,1126,17
2025-03-01,RM06,3025,189,861,18
2025-03-01,RM07,541,95,815,9
2025-03-01,RM08,481,142,1006,47
2025-03-01,RM09,1064,145,1431,20
2025-03-01,RM10,3269,157,936,23
2025-03-01,RM11,4379,82,1021,13
2025-03-01,RM12,2398,81,956,14
2025-03-02,RM01,4970,123,1043,12
2025-03-02,RM02,4355,111,1272,5
2025-03-02,RM03,3290,150,1427,10
2025-03-02,RM04,3914,145,1289,21
2025-03-02,RM05,3418,66,1191,12
2025-03-02,RM06,1349,117,1188,11
2025-03-02,RM07,2389,82,1295,12
2025-03-02,RM08,1157,146,1022,37
2025-03-02,RM09,4611,184,906,13
2025-03-02,RM10,1486,88,952,19
2025-03-02,RM11,3270,94,1132,8
2025-03-02,RM12,4439,182,921,14
2025-03-03,RM01,3361,95,1115,11
2025-03-03,RM02,4046,63,1452,25
2025-03-03,RM03,3588,181,910,12
2025-03-03,RM04,4795,184,1138,5
2025-03-03,RM05,3374,94,835,13
2025-03-03,RM06,3707,113,1424,5
2025-03-03,RM07,3734,64,1297,6
2025-03-03,RM08,962,197,1019,43
2025-03-03,RM09,3274,152,900,5
2025-03-03,RM10,4490,96,1009,19
2025-03-03,RM11,4685,58,1266,9
2025-03-03,RM12,3378,78,1045,7
2025-03-04,RM01,2957,160,1147,22
2025-03-04,RM02,4192,157,1370,23
2025-03-04,RM03,1421,112,990,5
2025-03-04,RM04,996,91,1065,9
2025-03-04,RM05,524,174,1027,8
2025-03-04,RM06,1812,71,1126,22
2025-03-04,RM07,3139,103,866,14
2025-03-04,RM08,849,175,1056,48
2025-03-04,RM09,577,123,806,5
2025-03-04,RM10,2963,164,1361,12
2025-03-04,RM11,1327,67,919,14
2025-03-04,RM12,3567,169,1029,21
2025-03-05,RM01,3935,155,1037,6
2025-03-05,RM02,2665,145,881,6
2025-03-05,RM03,2154,61,1157,6
2025-03-05,RM04,4291,109,1378,10
2025-03-05,RM05,3560,97,1263,11
2025-03-05,RM06,1434,93,1032,21
2025-03-05,RM07,2306,154,1297,8
2025-03-05,RM08,340,190,867,48
2025-03-05,RM09,4332,128,1369,15
2025-03-05,RM10,1265,125,932,14
2025-03-05,RM11,2516,138,959,12
2025-03-05,RM12,1307,153,850,15
2025-03-06,RM01,1652,93,1108,11
2025-03-06,RM02,4561,151,1339,14
2025-03-06,RM03,4432,83,1305,23
2025-03-06,RM04,1201,139,1162,22
2025-03-06,RM05,1084,169,855,12
2025-03-06,RM06,2209,198,1262,16
2025-03-06,RM07,4244,54,1372,22
2025-03-06,RM08,849,75,1268,44
2025-03-06,RM09,4694,170,1432,18
2025-03-06,RM10,2333,105,1245,24
2025-03-06,RM11,2303,127,1409,23
2025-03-06,RM12,3197,97,830,20
2025-03-07,RM01,1574,102,1124,6
2025-03-07,RM02,1838,65,1109,8
2025-03-07,RM03,4926,80,1065,8
2025-03-07,RM04,3919,72,1048,21
2025-03-07,RM05,4873,108,1049,23
2025-03-07,RM06,1101,184,1240,11
2025-03-07,RM07,2129,197,938,14
2025-03-07,RM08,911,121,1421,39
2025-03-07,RM09,2112,78,845,20
2025-03-07,RM10,2783,168,1207,8
2025-03-07,RM11,2027,135,907,22
2025-03-07,RM12,552,51,872,12
2025-03-08,RM01,3873,60,1073,13
2025-03-08,RM02,708,169,1473,12
2025-03-08,RM03,3778,79,913,9
2025-03-08,RM04,4827,55,1247,22
2025-03-08,RM05,803,112,1315,13
2025-03-08,RM06,1154,127,1462,8
2025-03-08,RM07,4698,67,1423,9
2025-03-08,RM08,200,87,1059,47
2025-03-08,RM09,2853,185,1123,7
2025-03-08,RM10,671,156,1229,7
2025-03-08,RM11,2889,137,818,7
2025-03-08,RM12,3514,134,1195,20
2025-03-09,RM01,4816,68,1462,7
2025-03-09,RM02,2373,106,878,13
2025-03-09,RM03,3270,97,1415,12
2025-03-09,RM04,2320,116,1398,8
2025-03-09,RM05,2403,84,1329,24
2025-03-09,RM06,1767,103,1175,10
2025-03-09,RM07,3788,120,1289,12
2025-03-09,RM08,370,163,906,43
2025-03-09,RM09,2412,74,1230,23
2025-03-09,RM10,3103,163,1490,10
2025-03-09,RM11,4122,51,1357,11
2025-03-09,RM12,4394,114,810,9
2025-03-10,RM01,2414,123,1337,17
2025-03-10,RM02,830,92,1480,5
2025-03-10,RM03,3408,52,1241,14
2025-03-10,RM04,2704,147,1485,25
2025-03-10,RM05,4213,143,866,18
2025-03-10,RM06,4530,173,1311,9
2025-03-10,RM07,3067,90,1391,12
2025-03-10,RM08,408,133,1140,47
2025-03-10,RM09,4066,116,911,14
2025-03-10,RM10,2633,100,804,23
2025-03-10,RM11,755,144,1431,7
2025-03-10,RM12,509,193,986,11
2025-03-11,RM01,2580,110,848,5
2025-03-11,RM02,1844,179,1029,9
2025-03-11,RM03,3034,148,1078,11
2025-03-11,RM04,2962,148,1234,16
2025-03-11,RM05,2141,61,1187,5
2025-03-11,RM06,3993,130,1362,23
2025-03-11,RM07,934,119,819,14
2025-03-11,RM08,1058,129,1217,44
2025-03-11,RM09,3521,134,1274,7
2025-03-11,RM10,1270,197,955,20
2025-03-11,RM11,2399,53,940,6
2025-03-11,RM12,4806,101,1084,21
2025-03-12,RM01,1537,118,1103,22
2025-03-12,RM02,3217,60,1286,15
2025-03-12,RM03,3040,93,1432,25
2025-03-12,RM04,4719,189,820,9
2025-03-12,RM05,2107,198,1500,20
2025-03-12,RM06,2743,57,853,13
2025-03-12,RM07,583,50,1136,7
2025-03-12,RM08,1124,171,1411,50
2025-03-12,RM09,912,160,1063,12
2025-03-12,RM10,3585,127,937,14
2025-03-12,RM11,1752,153,1396,8
2025-03-12,RM12,3831,93,1312,21
2025-03-13,RM01,4042,174,1397,23
2025-03-13,RM02,4217,109,1100,23
2025-03-13,RM03,4596,160,992,15
2025-03-13,RM04,3456,82,931,20
2025-03-13,RM05,2135,130,929,7
2025-03-13,RM06,3798,142,1268,6
2025-03-13,RM07,2840,67,1120,22
2025-03-13,RM08,742,56,836,38
2025-03-13,RM09,1133,128,1115,16
2025-03-13,RM10,4263,66,983,16
2025-03-13,RM11,2639,175,1040,16
2025-03-13,RM12,4405,188,1074,23
2025-03-14,RM01,4686,64,950,6
2025-03-14,RM02,533,93,1330,12
2025-03-14,RM03,4548,63,1252,25
2025-03-14,RM04,4779,148,869,23
2025-03-14,RM05,4421,110,953,21
2025-03-14,RM06,1590,64,1412,16
2025-03-14,RM07,1353,142,1263,16
2025-03-14,RM08,382,97,1048,39
2025-03-14,RM09,1605,59,892,17
2025-03-14,RM10,4214,123,947,16
2025-03-14,RM11,3722,185,1333,24
2025-03-14,RM12,2188,65,1428,10
2025-03-15,RM01,1155,119,952,9
2025-03-15,RM02,2206,191,992,14
2025-03-15,RM03,808,70,1329,18
2025-03-15,RM04,2717,153,1295,15
2025-03-15,RM05,1676,180,1158,19
2025-03-15,RM06,4428,55,937,11
2025-03-15,RM07,2220,124,1370,23
2025-03-15,RM08,914,70,1075,49
2025-03-15,RM09,3727,109,1010,20
2025-03-15,RM10,897,89,925,24
2025-03-15,RM11,2488,60,915,19
2025-03-15,RM12,4776,90,1297,11
2025-03-16,RM01,2648,99,919,5
2025-03-16,RM02,4079,123,1454,23
2025-03-16,RM03,4414,111,1066,13
2025-03-16,RM04,1203,185,912,22
2025-03-16,RM05,3452,164,1467,25
2025-03-16,RM06,4012,71,1182,16
2025-03-16,RM07,998,74,1323,9
2025-03-16,RM08,1146,193,942,45
2025-03-16,RM09,1204,127,919,23
2025-03-16,RM10,3489,171,1218,7
2025-03-16,RM11,2515,154,890,21
2025-03-16,RM12,722,139,1108,22
2025-03-17,RM01,564,107,863,25
2025-03-17,RM02,2095,141,1027,9
2025-03-17,RM03,3531,134,1404,15
2025-03-17,RM04,3454,164,985,11
2025-03-17,RM05,590,155,816,15
2025-03-17,RM06,525,156,1100,25
2025-03-17,RM07,1646,94,945,5
2025-03-17,RM08,703,156,1274,42
2025-03-17,RM09,887,72,843,19
2025-03-17,RM10,3687,75,887,5
2025-03-17,RM11,2405,51,1029,25
2025-03-17,RM12,1612,104,1482,10
2025-03-18,RM01,1806,140,1112,12
2025-03-18,RM02,2333,176,1065,11
2025-03-18,RM03,3110,160,1143,11
2025-03-18,RM04,3769,85,1199,6
2025-03-18,RM05,4395,75,976,14
2025-03-18,RM06,1161,106,1320,17
2025-03-18,RM07,1854,130,1397,13
2025-03-18,RM08,371,174,946,42
2025-03-18,RM09,2780,117,1023,22
2025-03-18,RM10,4003,200,1189,6
2025-03-18,RM11,944,199,994,19
2025-03-18,RM12,1149,139,897,5
2025-03-19,RM01,3393,57,1270,25
2025-03-19,RM02,1071,65,1343,25
2025-03-19,RM03,1134,144,1004,18
2025-03-19,RM04,3296,186,1170,23
2025-03-19,RM05,1016,101,1440,16
2025-03-19,RM06,1768,93,1371,6
2025-03-19,RM07,2371,145,1043,25
2025-03-19,RM08,866,134,809,43
2025-03-19,RM09,1155,93,1499,15
2025-03-19,RM10,4861,63,1226,5
2025-03-19,RM11,2654,154,925,21
2025-03-19,RM12,3069,166,1403,19
2025-03-20,RM01,2234,118,1212,10
2025-03-20,RM02,3778,93,1335,13
2025-03-20,RM03,4050,185,1432,11
2025-03-20,RM04,3872,52,905,21
2025-03-20,RM05,2013,146,1383,18
2025-03-20,RM06,2078,58,1127,6
2025-03-20,RM07,3050,153,1086,19
2025-03-20,RM08,832,128,945,43
2025-03-20,RM09,1960,73,1326,22
2025-03-20,RM10,2070,136,1172,9
2025-03-20,RM11,1174,146,1204,10
2025-03-20,RM12,1037,187,986,20
2025-03-21,RM01,4095,167,989,10
2025-03-21,RM02,1421,161,1430,12
2025-03-21,RM03,681,150,1238,22
2025-03-21,RM04,658,83,1400,10
2025-03-21,RM05,3795,68,1220,12
2025-03-21,RM06,3413,79,984,6
2025-03-21,RM07,2753,125,1480,6
2025-03-21,RM08,519,172,1227,38
2025-03-21,RM09,533,174,916,24
2025-03-21,RM10,2142,172,1291,20
2025-03-21,RM11,2274,146,1104,21
2025-03-21,RM12,680,169,831,13
2025-03-22,RM01,2725,61,1476,9
2025-03-22,RM02,4953,153,1104,18
2025-03-22,RM03,4543,157,993,21
2025-03-22,RM04,3480,118,1055,23
2025-03-22,RM05,612,88,932,7
2025-03-22,RM06,3675,127,920,24
2025-03-22,RM07,3157,132,1057,12
2025-03-22,RM08,716,53,1461,50
2025-03-22,RM09,3340,190,966,6
2025-03-22,RM10,1700,154,942,7
2025-03-22,RM11,3570,106,977,24
2025-03-22,RM12,1981,52,1333,13
2025-03-23,RM01,2914,54,1464,25
2025-03-23,RM02,4579,196,1003,14
2025-03-23,RM03,4848,117,881,12
2025-03-23,RM04,3834,112,949,9
2025-03-23,RM05,3124,84,1322,25
2025-03-23,RM06,4593,128,826,13
2025-03-23,RM07,1648,78,1001,23
2025-03-23,RM08,355,158,820,50
2025-03-23,RM09,2195,96,926,23
2025-03-23,RM10,1347,133,1312,18
2025-03-23,RM11,809,116,1018,17
2025-03-23,RM12,4693,134,864,16
2025-03-24,RM01,1637,198,1319,24
2025-03-24,RM02,3975,110,915,17
2025-03-24,RM03,4733,132,1320,5
2025-03-24,RM04,2504,165,1200,5
2025-03-24,RM05,737,146,1004,14
2025-03-24,RM06,3088,177,1285,5
2025-03-24,RM07,2405,190,1349,8
2025-03-24,RM08,441,167,1170,49
2025-03-24,RM09,2465,139,1409,11
2025-03-24,RM10,2611,61,1383,25
2025-03-24,RM11,3081,112,997,25
2025-03-24,RM12,1889,118,1495,25
2025-03-25,RM01,2529,133,819,11
2025-03-25,RM02,3721,184,1097,23
2025-03-25,RM03,2990,105,1329,12
2025-03-25,RM04,664,132,1072,10
2025-03-25,RM05,4587,95,1284,7
2025-03-25,RM06,4953,150,1186,5
2025-03-25,RM07,2557,191,1173,14
2025-03-25,RM08,1010,181,1411,47
2025-03-25,RM09,1898,178,1165,17
2025-03-25,RM10,3088,87,1291,8
2025-03-25,RM11,932,76,1340,8
2025-03-25,RM12,2169,64,1204,18
2025-03-26,RM01,2354,53,1470,20
2025-03-26,RM02,3125,128,1165,15
2025-03-26,RM03,3854,76,1142,15
2025-03-26,RM04,2735,72,1084,25
2025-03-26,RM05,1941,187,1228,12
2025-03-26,RM06,1122,130,821,14
2025-03-26,RM07,2997,107,1453,8
2025-03-26,RM08,1019,181,865,46
2025-03-26,RM09,2689,71,1451,6
2025-03-26,RM10,575,81,1390,8
2025-03-26,RM11,703,58,1479,16
2025-03-26,RM12,2979,93,1484,14
2025-03-27,RM01,4946,157,1112,8
2025-03-27,RM02,3098,58,1464,21
2025-03-27,RM03,4823,58,1448,8
2025-03-27,RM04,3751,134,1165,12
2025-03-27,RM05,1327,175,946,23
2025-03-27,RM06,3767,124,1079,11
2025-03-27,RM07,3426,156,1180,15
2025-03-27,RM08,705,192,939,48
2025-03-27,RM09,3090,114,1165,22
2025-03-27,RM10,4586,88,849,9
2025-03-27,RM11,3535,80,887,6
2025-03-27,RM12,3641,55,943,5
2025-03-28,RM01,4005,127,1490,21
2025-03-28,RM02,4074,167,1306,20
2025-03-28,RM03,4047,199,981,8
2025-03-28,RM04,890,198,1277,9
2025-03-28,RM05,3791,162,1257,12
2025-03-28,RM06,3296,142,1479,16
2025-03-28,RM07,4127,126,1037,24
2025-03-28,RM08,393,147,1255,47
2025-03-28,RM09,1254,152,968,7
2025-03-28,RM10,3434,135,983,11
2025-03-28,RM11,1607,108,1372,24
2025-03-28,RM12,3758,197,1465,10
2025-03-29,RM01,1166,171,1452,22
2025-03-29,RM02,2146,169,1148,25
2025-03-29,RM03,2545,166,1449,25
2025-03-29,RM04,1574,140,901,20
2025-03-29,RM05,2274,133,1332,7
2025-03-29,RM06,3607,55,1283,9
2025-03-29,RM07,1093,184,1385,11
2025-03-29,RM08,882,191,1144,49
2025-03-29,RM09,2953,63,1254,25
2025-03-29,RM10,2631,113,1429,16
2025-03-29,RM11,2238,71,905,13
2025-03-29,RM12,2013,154,1106,11
2025-03-30,RM01,3830,189,1131,10
2025-03-30,RM02,901,196,1208,17
2025-03-30,RM03,4237,51,1206,9
2025-03-30,RM04,2676,128,805,19
2025-03-30,RM05,3289,54,1029,16
2025-03-30,RM06,4397,53,927,15
2025-03-30,RM07,3853,132,1173,5
2025-03-30,RM08,484,180,1256,50
2025-03-30,RM09,1016,109,1291,9
2025-03-30,RM10,1944,170,1042,22
2025-03-30,RM11,3462,152,1331,20
2025-03-30,RM12,3430,114,955,18
2025-03-31,RM01,3885,104,1433,16
2025-03-31,RM02,1003,130,1090,24
2025-03-31,RM03,4362,177,1249,7
2025-03-31,RM04,2579,158,1338,8
2025-03-31,RM05,3960,122,1084,20
2025-03-31,RM06,4804,150,921,23
2025-03-31,RM07,3254,160,814,8
2025-03-31,RM08,212,122,1008,43
2025-03-31,RM09,3479,108,1151,22
2025-03-31,RM10,1368,62,1226,5
2025-03-31,RM11,4359,164,1442,6
2025-03-31,RM12,4036,113,1071,5
2025-04-01,RM01,3500,54,832,12
2025-04-01,RM02,4252,98,1087,25
2025-04-01,RM03,1218,89,1291,16
2025-04-01,RM04,2763,71,944,9
2025-04-01,RM05,4902,112,1005,8
2025-04-01,RM06,984,125,1046,24
2025-04-01,RM07,4806,80,1361,6
2025-04-01,RM08,703,98,1264,46
2025-04-01,RM09,2935,94,1227,8
2025-04-01,RM10,645,91,1233,5
2025-04-01,RM11,4099,137,1500,13
2025-04-01,RM12,4702,68,1334,17
2025-04-02,RM01,2610,57,1192,9
2025-04-02,RM02,1732,187,1347,14
2025-04-02,RM03,4243,83,1483,21
2025-04-02,RM04,753,193,946,10
2025-04-02,RM05,3356,159,1156,11
2025-04-02,RM06,3104,89,822,9
2025-04-02,RM07,3069,187,1093,11
2025-04-02,RM08,439,94,1161,35
2025-04-02,RM09,1338,169,918,16
2025-04-02,RM10,3707,136,1104,7
2025-04-02,RM11,3859,88,994,19
2025-04-02,RM12,623,127,908,14
2025-04-03,RM01,4976,59,1254,16
2025-04-03,RM02,1073,103,1314,7
2025-04-03,RM03,2136,138,868,25
2025-04-03,RM04,2631,113,1169,18
2025-04-03,RM05,2880,152,1176,19
2025-04-03,RM06,4889,187,1367,13
2025-04-03,RM07,3144,167,1218,14
2025-04-03,RM08,635,122,1322,42
2025-04-03,RM09,3696,104,1266,20
2025-04-03,RM10,639,77,1411,10
2025-04-03,RM11,4411,80,1289,17
2025-04-03,RM12,2627,85,1231,11
2025-04-04,RM01,2985,173,963,7
2025-04-04,RM02,2017,142,922,16
2025-04-04,RM03,2898,191,1320,16
2025-04-04,RM04,3188,81,1355,5
2025-04-04,RM05,1986,199,1383,23
2025-04-04,RM06,626,73,810,24
2025-04-04,RM07,1393,93,1187,6
2025-04-04,RM08,896,53,1483,36
2025-04-04,RM09,1336,199,830,24
2025-04-04,RM10,4171,195,1078,12
2025-04-04,RM11,2524,50,1017,14
2025-04-04,RM12,798,50,1263,18
2025-04-05,RM01,4390,186,1272,7
2025-04-05,RM02,1941,174,848,24
2025-04-05,RM03,2052,130,856,13
2025-04-05,RM04,3551,178,973,22
2025-04-05,RM05,855,114,1058,10
2025-04-05,RM06,3775,122,1443,23
2025-04-05,RM07,2199,170,1097,24
2025-04-05,RM08,532,175,1407,50
2025-04-05,RM09,4682,52,1116,12
2025-04-05,RM10,1573,120,1128,8
2025-04-05,RM11,2178,91,1001,21
2025-04-05,RM12,2465,73,1021,10
2025-04-06,RM01,798,105,1362,7
2025-04-06,RM02,3645,181,966,25
2025-04-06,RM03,1619,169,977,17
2025-04-06,RM04,2522,157,902,15
2025-04-06,RM05,1023,123,996,24
2025-04-06,RM06,3863,122,1302,8
2025-04-06,RM07,3183,85,1400,17
2025-04-06,RM08,756,113,1165,39
2025-04-06,RM09,3278,68,1344,11
2025-04-06,RM10,2606,128,1199,14
2025-04-06,RM11,846,181,1338,14
2025-04-06,RM12,2145,150,1004,15
2025-04-07,RM01,2832,75,1240,20
2025-04-07,RM02,4817,77,1283,6
2025-04-07,RM03,4249,64,1358,7
2025-04-07,RM04,4038,150,1175,24
2025-04-07,RM05,2632,151,1170,6
2025-04-07,RM06,719,87,1002,6
2025-04-07,RM07,3530,127,885,17
2025-04-07,RM08,682,78,1058,49
2025-04-07,RM09,1673,55,1125,7
2025-04-07,RM10,3018,134,887,12
2025-04-07,RM11,2066,75,1319,19
2025-04-07,RM12,2415,175,1395,13
2025-04-08,RM01,1723,76,860,9
2025-04-08,RM02,4979,162,1256,6
2025-04-08,RM03,4938,179,1131,16
2025-04-08,RM04,1201,94,1326,24
2025-04-08,RM05,1720,168,1244,8
2025-04-08,RM06,4014,108,1344,6
2025-04-08,RM07,2431,175,1337,13
2025-04-08,RM08,619,158,885,43
2025-04-08,RM09,3745,134,1467,8
2025-04-08,RM10,927,186,1221,7
2025-04-08,RM11,676,53,1042,15
2025-04-08,RM12,3178,53,1471,6
2025-04-09,RM01,4586,153,870,22
2025-04-09,RM02,1290,55,1275,13
2025-04-09,RM03,4029,55,1036,19
2025-04-09,RM04,2967,55,834,19
2025-04-09,RM05,4644,151,995,9
2025-04-09,RM06,4459,154,1089,14
2025-04-09,RM07,3573,84,1478,9
2025-04-09,RM08,857,116,1268,49
2025-04-09,RM09,4066,73,1377,10
2025-04-09,RM10,4986,112,1356,23
2025-04-09,RM11,2274,196,1035,15
2025-04-09,RM12,610,150,1319,7
2025-04-10,RM01,2586,163,862,23
2025-04-10,RM02,4116,200,931,7
2025-04-10,RM03,3461,133,922,20
2025-04-10,RM04,1346,69,1058,19
2025-04-10,RM05,2921,99,1092,5
2025-04-10,RM06,1957,166,1126,22
2025-04-10,RM07,3814,101,915,19
2025-04-10,RM08,327,148,1194,49
2025-04-10,RM09,519,162,1426,10
2025-04-10,RM10,1251,156,877,9
2025-04-10,RM11,3316,59,1434,13
2025-04-10,RM12,4704,152,1416,16
2025-04-11,RM01,1179,108,1404,5
2025-04-11,RM02,2153,193,924,14
2025-04-11,RM03,973,112,995,6
2025-04-11,RM04,3056,137,1015,25
2025-04-11,RM05,2047,171,1117,8
2025-04-11,RM06,1562,73,1243,9
2025-04-11,RM07,3465,178,898,23
2025-04-11,RM08,953,194,892,50
2025-04-11,RM09,2125,163,1481,17
2025-04-11,RM10,4778,137,1053,25
2025-04-11,RM11,4125,87,1353,24
2025-04-11,RM12,987,111,1432,17
2025-04-12,RM01,3630,84,1067,22
2025-04-12,RM02,4776,176,1451,7
2025-04-12,RM03,2024,176,906,24
2025-04-12,RM04,2283,73,1496,7
2025-04-12,RM05,3182,93,1135,21
2025-04-12,RM06,908,124,1017,22
2025-04-12,RM07,2782,73,920,10
2025-04-12,RM08,909,187,1337,40
2025-04-12,RM09,1879,74,1065,23
2025-04-12,RM10,3365,169,844,14
2025-04-12,RM11,3122,113,1014,14
2025-04-12,RM12,1955,89,1128,7
2025-04-13,RM01,3436,125,996,25
2025-04-13,RM02,1652,124,1020,13
2025-04-13,RM03,2003,65,1277,10
2025-04-13,RM04,4714,78,825,25
2025-04-13,RM05,3206,190,1397,5
2025-04-13,RM06,2711,188,884,6
2025-04-13,RM07,3820,168,964,25
2025-04-13,RM08,611,145,902,42
2025-04-13,RM09,858,105,1325,19
2025-04-13,RM10,3563,131,1023,7
2025-04-13,RM11,2864,104,1170,25
2025-04-13,RM12,3975,123,873,20
2025-04-14,RM01,3325,51,1430,14
2025-04-14,RM02,2971,74,1255,18
2025-04-14,RM03,2768,131,1219,16
2025-04-14,RM04,2100,192,839,20
2025-04-14,RM05,1486,174,899,21
2025-04-14,RM06,3171,108,808,7
2025-04-14,RM07,543,98,1103,17
2025-04-14,RM08,628,94,1460,38
2025-04-14,RM09,1846,88,1500,17
2025-04-14,RM10,2366,78,1356,17
2025-04-14,RM11,1411,162,1407,16
2025-04-14,RM12,4323,154,1094,19
2025-04-15,RM01,1579,169,1343,11
2025-04-15,RM02,4610,59,1263,15
2025-04-15,RM03,740,128,1271,25
2025-04-15,RM04,3564,90,1001,16
2025-04-15,RM05,577,103,1120,12
2025-04-15,RM06,663,95,1033,8
2025-04-15,RM07,1869,51,851,23
2025-04-15,RM08,922,118,1429,40
2025-04-15,RM09,2431,77,1445,13
2025-04-15,RM10,3405,88,942,21
2025-04-15,RM11,1185,71,1179,10
2025-04-15,RM12,1122,61,1364,8
2025-04-16,RM01,4927,188,1379,5
2025-04-16,RM02,3314,149,1216,6
2025-04-16,RM03,3552,107,1150,24
2025-04-16,RM04,3741,119,859,8
2025-04-16,RM05,699,75,1108,22
2025-04-16,RM06,3369,191,1201,9
2025-04-16,RM07,592,187,1406,17
2025-04-16,RM08,695,117,1303,44
2025-04-16,RM09,634,114,1414,20
2025-04-16,RM10,3220,85,1103,10
2025-04-16,RM11,2662,189,1393,24
2025-04-16,RM12,4127,108,1382,17
2025-04-17,RM01,1490,57,848,17
2025-04-17,RM02,4176,195,1095,17
2025-04-17,RM03,1175,133,1495,18
2025-04-17,RM04,4305,68,1156,5
2025-04-17,RM05,1532,139,853,24
2025-04-17,RM06,3920,136,1104,12
2025-04-17,RM07,1402,160,1254,25
2025-04-17,RM08,540,56,1083,42
2025-04-17,RM09,2993,149,1276,15
2025-04-17,RM10,3324,198,1325,25
2025-04-17,RM11,1017,153,1049,22
2025-04-17,RM12,1613,126,1014,25
2025-04-18,RM01,2128,52,1349,15
2025-04-18,RM02,3388,79,930,7
2025-04-18,RM03,4306,181,1466,13
2025-04-18,RM04,1319,86,1230,17
2025-04-18,RM05,4842,94,825,16
2025-04-18,RM06,3283,155,807,18
2025-04-18,RM07,3232,194,1384,23
2025-04-18,RM08,1099,197,1273,37
2025-04-18,RM09,2730,145,1203,17
2025-04-18,RM10,2192,185,951,25
2025-04-18,RM11,3547,61,961,18
2025-04-18,RM12,4808,150,893,19
2025-04-19,RM01,4096,187,895,18
2025-04-19,RM02,2312,194,919,21
2025-04-19,RM03,676,60,1357,9
2025-04-19,RM04,4591,58,979,14
2025-04-19,RM05,4863,199,1038,23
2025-04-19,RM06,3937,54,843,15
2025-04-19,RM07,2540,55,1344,7
2025-04-19,RM08,769,131,1336,40
2025-04-19,RM09,2720,97,819,9
2025-04-19,RM10,4697,146,1164,25
2025-04-19,RM11,1533,166,1310,6
2025-04-19,RM12,2899,149,849,21
2025-04-20,RM01,1972,154,1037,16
2025-04-20,RM02,4391,73,891,21
2025-04-20,RM03,3678,63,1500,23
2025-04-20,RM04,4086,163,1048,9
2025-04-20,RM05,1908,178,1179,25
2025-04-20,RM06,3552,168,1403,20
2025-04-20,RM07,4396,192,1060,13
2025-04-20,RM08,569,96,1336,40
2025-04-20,RM09,3915,185,928,7
2025-04-20,RM10,4097,154,806,9
2025-04-20,RM11,3591,172,1244,15
2025-04-20,RM12,4671,161,1281,10
2025-04-21,RM01,1702,95,1114,21
2025-04-21,RM02,1356,168,1313,24
2025-04-21,RM03,3797,61,1069,21
2025-04-21,RM04,1880,187,1301,21
2025-04-21,RM05,4687,91,1135,24
2025-04-21,RM06,4800,162,958,17
2025-04-21,RM07,2928,141,1095,8
2025-04-21,RM08,572,67,1286,50
2025-04-21,RM09,4072,153,1383,10
2025-04-21,RM10,3616,94,1347,19
2025-04-21,RM11,1622,174,1238,16
2025-04-21,RM12,3351,136,867,15
2025-04-22,RM01,2656,142,1421,18
2025-04-22,RM02,4641,66,1075,12
2025-04-22,RM03,2138,138,1034,6
2025-04-22,RM04,1796,188,1390,8
2025-04-22,RM05,2441,142,1054,8
2025-04-22,RM06,882,180,1189,15
2025-04-22,RM07,3519,189,1013,13
2025-04-22,RM08,775,158,1311,36
2025-04-22,RM09,1391,76,1304,24
2025-04-22,RM10,2831,143,884,10
2025-04-22,RM11,4705,169,1136,18
2025-04-22,RM12,3869,171,903,17
2025-04-23,RM01,4203,143,928,25
2025-04-23,RM02,2959,166,1159,6
2025-04-23,RM03,4735,77,1052,17
2025-04-23,RM04,2384,170,1066,13
2025-04-23,RM05,3482,62,1104,6
2025-04-23,RM06,3005,188,1166,7
2025-04-23,RM07,958,159,837,5
2025-04-23,RM08,1188,182,1114,50
2025-04-23,RM09,2453,109,1083,17
2025-04-23,RM10,4810,71,1130,17
2025-04-23,RM11,4009,189,1322,15
2025-04-23,RM12,4379,99,1099,24
